REG_DATE,노르웨이,뉴질랜드,아이슬란드,아일랜드,영국,칠레,캐나다,호주,c노르웨이,c뉴질랜드,c아이슬란드,c아일랜드,c영국,c칠레,c캐나다,c호주,자사제품제조용,판매용,c자사제품제조용,c판매용,냉장,"냉장,포장횟감,필렛(F)","냉장,필렛(F)","냉장,필렛(F),횟감",c냉장,"c냉장,포장횟감,필렛(F)","c냉장,필렛(F)","c냉장,필렛(F),횟감",노르웨이 자사제품제조용,노르웨이 판매용,뉴질랜드 판매용,아이슬란드 판매용,아일랜드 판매용,영국 판매용,칠레 판매용,캐나다 판매용,호주 자사제품제조용,호주 판매용,c노르웨이 자사제품제조용,c노르웨이 판매용,c뉴질랜드 판매용,c아이슬란드 판매용,c아일랜드 판매용,c영국 판매용,c칠레 판매용,c캐나다 판매용,c호주 자사제품제조용,c호주 판매용,노르웨이 냉장,"노르웨이 냉장,포장횟감,필렛(F)","노르웨이 냉장,필렛(F)","노르웨이 냉장,필렛(F),횟감","뉴질랜드 냉장,포장횟감,필렛(F)",아이슬란드 냉장,아일랜드 냉장,영국 냉장,칠레 냉장,캐나다 냉장,호주 냉장,c노르웨이 냉장,"c노르웨이 냉장,포장횟감,필렛(F)","c노르웨이 냉장,필렛(F)","c노르웨이 냉장,필렛(F),횟감","c뉴질랜드 냉장,포장횟감,필렛(F)",c아이슬란드 냉장,c아일랜드 냉장,c영국 냉장,c칠레 냉장,c캐나다 냉장,c호주 냉장,노르웨이 자사제품제조용 냉장,"노르웨이 자사제품제조용 냉장,포장횟감,필렛(F)","노르웨이 자사제품제조용 냉장,필렛(F)",노르웨이 판매용 냉장,"노르웨이 판매용 냉장,포장횟감,필렛(F)","노르웨이 판매용 냉장,필렛(F)","노르웨이 판매용 냉장,필렛(F),횟감","뉴질랜드 판매용 냉장,포장횟감,필렛(F)",아이슬란드 판매용 냉장,아일랜드 판매용 냉장,영국 판매용 냉장,칠레 판매용 냉장,캐나다 판매용 냉장,호주 자사제품제조용 냉장,호주 판매용 냉장,c노르웨이 자사제품제조용 냉장,"c노르웨이 자사제품제조용 냉장,포장횟감,필렛(F)","c노르웨이 자사제품제조용 냉장,필렛(F)",c노르웨이 판매용 냉장,"c노르웨이 판매용 냉장,포장횟감,필렛(F)","c노르웨이 판매용 냉장,필렛(F)","c노르웨이 판매용 냉장,필렛(F),횟감","c뉴질랜드 판매용 냉장,포장횟감,필렛(F)",c아이슬란드 판매용 냉장,c아일랜드 판매용 냉장,c영국 판매용 냉장,c칠레 판매용 냉장,c캐나다 판매용 냉장,c호주 자사제품제조용 냉장,c호주 판매용 냉장,자사제품제조용 냉장,"자사제품제조용 냉장,포장횟감,필렛(F)","자사제품제조용 냉장,필렛(F)",판매용 냉장,"판매용 냉장,포장횟감,필렛(F)","판매용 냉장,필렛(F)","판매용 냉장,필렛(F),횟감",c자사제품제조용 냉장,"c자사제품제조용 냉장,포장횟감,필렛(F)","c자사제품제조용 냉장,필렛(F)",c판매용 냉장,"c판매용 냉장,포장횟감,필렛(F)","c판매용 냉장,필렛(F)","c판매용 냉장,필렛(F),횟감",WEEKCOUNT,두바이유,MONTH,MONTH_MEAN,P_PRICE
2016-03-07,13.45845156,0,0,0,0,0,9.191721133,0,6,0,0,0,0,0,1,0,12.39077207,13.03217727,2,5,9.590323329,18.3502994,14.41948024,13.98220065,3,1,2,1,12.39077207,13.99229131,0,0,0,0,0,9.191721133,0,0,2,4,0,0,0,0,0,1,0,0,9.789624427,18.3502994,14.41948024,13.98220065,0,0,0,0,0,9.191721133,0,2,1,2,1,0,0,0,0,0,1,0,9.840019569,0,14.94152457,9.739229285,18.3502994,13.8974359,13.98220065,0,0,0,0,0,9.191721133,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,9.840019569,0,14.94152457,9.465475209,18.3502994,13.8974359,13.98220065,1,0,1,2,1,1,1,7,35.37,3,14.78056406,12.84891864
2016-03-14,13.60695161,0,0,0,0,0,9.211665099,0,6,0,0,0,0,0,1,0,12.47782058,13.17954672,2,5,9.409919507,21.17795276,13.82132582,13.80301185,3,1,2,1,12.47782058,14.17151713,0,0,0,0,0,9.211665099,0,0,2,4,0,0,0,0,0,1,0,0,9.509046711,21.17795276,13.82132582,13.80301185,0,0,0,0,0,9.211665099,0,2,1,2,1,0,0,0,0,0,1,0,9.473436212,0,15.48220495,9.544657209,21.17795276,12.16044669,13.80301185,0,0,0,0,0,9.211665099,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,9.473436212,0,15.48220495,9.378161154,21.17795276,12.16044669,13.80301185,1,0,1,2,1,1,1,7,34.51,3,14.78056406,12.97905354
2016-03-21,13.95825096,0,0,0,0,0,9.208857574,0,6,0,0,0,0,0,1,0,13.14985529,13.33173055,2,5,9.929482605,17.84533648,15.44449093,14.43559719,3,1,2,1,13.14985529,14.3624488,0,0,0,0,0,9.208857574,0,0,2,4,0,0,0,0,0,1,0,0,10.28979512,17.84533648,15.44449093,14.43559719,0,0,0,0,0,9.208857574,0,2,1,2,1,0,0,0,0,0,1,0,10.26565449,0,16.03405608,10.31393575,17.84533648,14.85492578,14.43559719,0,0,0,0,0,9.208857574,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,10.26565449,0,16.03405608,9.761396662,17.84533648,14.85492578,14.43559719,1,0,1,2,1,1,1,7,35.68,3,14.78056406,13.27976619
2016-03-28,14.70714494,0,0,0,0,0,22.16549649,0,6,0,0,0,0,0,1,0,14.02491323,16.47170793,2,5,14.70289655,18.8125,16.23174537,15.02368573,3,1,2,1,14.02491323,15.04826079,0,0,0,0,0,22.16549649,0,0,2,4,0,0,0,0,0,1,0,0,10.97159658,18.8125,16.23174537,15.02368573,0,0,0,0,0,22.16549649,0,2,1,2,1,0,0,0,0,0,1,0,11.03829896,0,17.0115275,10.90489419,18.8125,15.45196324,15.02368573,0,0,0,0,0,22.16549649,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,11.03829896,0,17.0115275,16.53519534,18.8125,15.45196324,15.02368573,1,0,1,2,1,1,1,7,35.22,3,14.78056406,15.77262373
2016-04-04,14.61379982,0,0,0,0,0,16.19690622,0,6,0,0,0,0,0,1,0,13.67042805,15.3077698,2,5,12.54224211,19.67524752,15.82963262,14.91846604,3,1,2,1,13.67042805,15.0854857,0,0,0,0,0,16.19690622,0,0,2,4,0,0,0,0,0,1,0,0,10.71491005,19.67524752,15.82963262,14.91846604,0,0,0,0,0,16.19690622,0,2,1,2,1,0,0,0,0,0,1,0,10.80944351,0,16.5314126,10.62037659,19.67524752,15.12785263,14.91846604,0,0,0,0,0,16.19690622,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,10.80944351,0,16.5314126,13.40864141,19.67524752,15.12785263,14.91846604,1,0,1,2,1,1,1,7,34.05,4,14.86277705,14.83995787
2016-04-11,13.8645403,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12.46292683,14.56534703,2,4,10.13988596,19.60611979,14.47476216,14.35182575,2,1,2,1,12.46292683,14.56534703,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,10.13988596,19.60611979,14.47476216,14.35182575,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,10.15252634,0,14.77332732,10.12724558,19.60611979,14.17619699,14.35182575,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10.15252634,0,14.77332732,10.12724558,19.60611979,14.17619699,14.35182575,1,0,1,1,1,1,1,6,37.73,4,14.86277705,13.8645403
2016-04-18,13.35284311,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11.75628722,14.15112106,2,4,9.810097936,18.93166441,13.77730141,14.01059558,2,1,2,1,11.75628722,14.15112106,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,9.810097936,18.93166441,13.77730141,14.01059558,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,9.896562003,0,13.61601244,9.723633868,18.93166441,13.93859037,14.01059558,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9.896562003,0,13.61601244,9.723633868,18.93166441,13.93859037,14.01059558,1,0,1,1,1,1,1,6,37.94,4,14.86277705,13.35284311
2016-04-25,13.32922539,0,0,0,0,0,12.99944025,0,6,0,0,0,0,0,1,0,11.74117161,13.89848987,2,5,10.85516325,18.75539555,13.91436647,13.82517435,3,1,2,1,11.74117161,14.12325228,0,0,0,0,0,12.99944025,0,0,2,4,0,0,0,0,0,1,0,0,9.783024745,18.75539555,13.91436647,13.82517435,0,0,0,0,0,12.99944025,0,2,1,2,1,0,0,0,0,0,1,0,9.873097096,0,13.60924612,9.692952394,18.75539555,14.21948682,13.82517435,0,0,0,0,0,12.99944025,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,9.873097096,0,13.60924612,11.34619632,18.75539555,14.21948682,13.82517435,1,0,1,2,1,1,1,7,38.63,4,14.86277705,13.28211323
2016-05-02,14.79786887,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11.91940588,16.23710036,2,4,9.758881947,27.36,14.09931931,13.7108107,2,1,2,1,11.91940588,16.23710036,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,9.758881947,27.36,14.09931931,13.7108107,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,9.7990252,0,14.03978655,9.718738694,27.36,14.15885206,13.7108107,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9.7990252,0,14.03978655,9.718738694,27.36,14.15885206,13.7108107,1,0,1,1,1,1,1,6,42.45,5,14.71583875,14.79786887
2016-05-09,13.78765332,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12.20369485,14.57963256,2,4,10.40882246,18.0961841,14.501674,14.80874291,2,1,2,1,12.20369485,14.57963256,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,10.40882246,18.0961841,14.501674,14.80874291,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,10.46623322,0,13.94115649,10.3514117,18.0961841,15.06219151,14.80874291,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10.46623322,0,13.94115649,10.3514117,18.0961841,15.06219151,14.80874291,1,0,1,1,1,1,1,6,40.97,5,14.71583875,13.78765332
2016-05-16,14.39522239,0,0,0,7.748498498,0,0,0,6,0,0,0,1,0,0,0,12.86859194,13.67652979,2,5,9.922263006,19.03684268,15.06473259,15.18673594,3,1,2,1,12.86859194,15.15853761,0,0,0,7.748498498,0,0,0,0,2,4,0,0,0,1,0,0,0,0,11.00914526,19.03684268,15.06473259,15.18673594,0,0,0,7.748498498,0,0,0,2,1,2,1,0,0,0,1,0,0,0,11.15002502,0,14.58715886,10.8682655,19.03684268,15.54230632,15.18673594,0,0,0,7.748498498,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,11.15002502,0,14.58715886,9.308381999,19.03684268,15.54230632,15.18673594,1,0,1,2,1,1,1,7,44.27,5,14.71583875,13.4456904
2016-05-23,14.37071261,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12.38301926,15.36455929,2,4,10.91551528,19.27279712,14.61284728,15.89475345,2,1,2,1,12.38301926,15.36455929,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,10.91551528,19.27279712,14.61284728,15.89475345,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,10.85978284,0,13.90625567,10.97124772,19.27279712,15.31943888,15.89475345,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10.85978284,0,13.90625567,10.97124772,19.27279712,15.31943888,15.89475345,1,0,1,1,1,1,1,6,44.16,5,14.71583875,14.37071261
2016-05-30,13.48586947,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12.12055347,14.16852748,2,4,9.962297782,17.98148335,14.29940996,14.41031801,2,1,2,1,12.12055347,14.16852748,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,9.962297782,17.98148335,14.29940996,14.41031801,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,10.00194175,0,14.23916519,9.922653814,17.98148335,14.35965473,14.41031801,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10.00194175,0,14.23916519,9.922653814,17.98148335,14.35965473,14.41031801,1,0,1,1,1,1,1,6,44.31,5,14.71583875,13.48586947
2016-06-06,14.02933229,0,0,0,6.9970006,0,10.92380204,0,6,0,0,0,1,0,1,0,12.28980352,12.91953156,2,6,9.691980433,19.22689813,14.47317602,15.15562447,4,1,2,1,12.28980352,14.89909668,0,0,0,6.9970006,0,10.92380204,0,0,2,4,0,0,0,1,0,1,0,0,10.42355955,19.22689813,14.47317602,15.15562447,0,0,0,6.9970006,0,10.92380204,0,2,1,2,1,0,0,0,1,0,1,0,10.53637114,0,14.04323589,10.31074795,19.22689813,14.90311615,15.15562447,0,0,0,6.9970006,0,10.92380204,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,10.53637114,0,14.04323589,9.410516863,19.22689813,14.90311615,15.15562447,1,0,1,3,1,1,1,8,46.54,6,14.82230442,12.76209955
2016-06-13,15.16101809,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12.57132133,16.45586647,2,4,11.55570677,20.81390907,14.77590367,17.48897858,2,1,2,1,12.57132133,16.45586647,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,11.55570677,20.81390907,14.77590367,17.48897858,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,11.67874155,0,13.46390111,11.43267199,20.81390907,16.08790623,17.48897858,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,11.67874155,0,13.46390111,11.43267199,20.81390907,16.08790623,17.48897858,1,0,1,1,1,1,1,6,46.93,6,14.82230442,15.16101809
2016-06-20,15.52163271,0,0,0,0,0,9.413374806,0,6,0,0,0,0,0,1,0,13.11884559,15.26109598,2,5,11.12877741,21.56065785,15.58683981,16.4225014,3,1,2,1,13.11884559,16.72302628,0,0,0,0,0,9.413374806,0,0,2,4,0,0,0,0,0,1,0,0,11.98647871,21.56065785,15.58683981,16.4225014,0,0,0,0,0,9.413374806,0,2,1,2,1,0,0,0,0,0,1,0,12.06938503,0,14.16830615,11.90357239,21.56065785,17.00537346,16.4225014,0,0,0,0,0,9.413374806,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,12.06938503,0,14.16830615,10.6584736,21.56065785,17.00537346,16.4225014,1,0,1,2,1,1,1,7,46.69,6,14.82230442,14.64902444
2016-06-27,15.14125694,0,0,0,0,0,9.478034832,0,6,0,0,0,0,0,1,0,12.92863434,14.89366155,2,5,11.03616556,20.95406061,15.00936979,16.24427957,3,1,2,1,12.92863434,16.24756824,0,0,0,0,0,9.478034832,0,0,2,4,0,0,0,0,0,1,0,0,11.81523093,20.95406061,15.00936979,16.24427957,0,0,0,0,0,9.478034832,0,2,1,2,1,0,0,0,0,0,1,0,11.96779119,0,13.88947748,11.66267067,20.95406061,16.12926209,16.24427957,0,0,0,0,0,9.478034832,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,11.96779119,0,13.88947748,10.57035275,20.95406061,16.12926209,16.24427957,1,0,1,2,1,1,1,7,46.03,6,14.82230442,14.33222521
2016-07-04,16.48579152,0,0,0,7.601769912,0,9.76834485,0,6,0,0,0,1,0,1,0,13.23088776,14.97051473,2,6,10.55020199,27.13595237,15.14313624,16.66183107,4,1,2,1,13.23088776,18.1132434,0,0,0,7.601769912,0,9.76834485,0,0,2,4,0,0,0,1,0,1,0,0,12.4153466,27.13595237,15.14313624,16.66183107,0,0,0,7.601769912,0,9.76834485,0,2,1,2,1,0,0,0,1,0,1,0,12.77005159,0,13.69172393,12.06064161,27.13595237,16.59454855,16.66183107,0,0,0,7.601769912,0,9.76834485,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,12.77005159,0,13.69172393,9.810252124,27.13595237,16.59454855,16.66183107,1,0,1,3,1,1,1,8,45.77,7,14.63846877,14.53560799
2016-07-11,17.13110462,0,0,0,12.71094553,0,9.749577508,0,6,0,0,0,1,0,1,0,13.73134647,16.29740963,2,6,12.34814164,26.99557881,15.81119362,17.23661812,4,1,2,1,13.73134647,18.83098369,0,0,0,12.71094553,0,9.749577508,0,0,2,4,0,0,0,1,0,1,0,0,13.46602177,26.99557881,15.81119362,17.23661812,0,0,0,12.71094553,0,9.749577508,0,2,1,2,1,0,0,0,1,0,1,0,13.69730088,0,13.76539206,13.23474266,26.99557881,17.85699518,17.23661812,0,0,0,12.71094553,0,9.749577508,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,13.69730088,0,13.76539206,11.8984219,26.99557881,17.85699518,17.23661812,1,0,1,3,1,1,1,8,42.84,7,14.63846877,15.65589384
