REG_DATE,뉴질랜드,대만,러시아,미국,베트남,스페인,아르헨티나,에콰도르,우루과이,인도네시아,중국,칠레,캐나다,페루,뉴질랜드c,대만c,러시아c,미국c,베트남c,스페인c,아르헨티나c,에콰도르c,우루과이c,인도네시아c,중국c,칠레c,캐나다c,페루c,외화획득용,자사제품제조용,판매용,외화획득용 c,자사제품제조용c,판매용c,냉동,"냉동,다리","냉동,동체","냉동,동체,자숙","냉동,슬라이스(S)","냉동,지느러미","냉동,지느러미,자숙",냉동c,"냉동,다리c","냉동,동체c","냉동,동체,자숙c","냉동,슬라이스(S)c","냉동,지느러미c","냉동,지느러미,자숙c","대만,뉴질랜드,러시아,냉동c","미국,인도네시아,에콰도르,우루과이,에콰도르,베트남,스페인,냉동c","아르헨티나,냉동c","중국,냉동c","중국,인도네시아,냉동,다리c","중국,냉동,동체c","중국,칠레,냉동,동체,자숙c","중국,인도네시아,냉동,슬라이스(S)c","중국,인도네시아,러시아,냉동,지느러미c","칠레,페루,냉동c","칠레,냉동,다리c","칠레,냉동,동체c","칠레,냉동,지느러미c","캐나다,냉동c","페루,냉동,다리c","페루,냉동,동체c","페루,냉동,동체,자숙c","페루,냉동,지느러미c","페루,칠레,냉동,지느러미,자숙c","뉴질랜드,우루과이,냉동h","대만,러시아.베트남,스페인,냉동h","미국,캐나다,냉동h","아르헨티나,냉동h","에콰도르,냉동h","인도네시아,냉동h","중국,냉동h","중국,대만,아르헨티나,에콰도르,냉동,다리h","중국,냉동,동체h","중국,칠레,냉동,동체,자숙h","중국,냉동,지느러미h","칠레,페루,냉동h","칠레,냉동,다리h","칠레,냉동,동체h","칠레,냉동,지느러미h","페루,냉동,다리h","페루,냉동,동체h","페루,냉동,동체,자숙h","페루,냉동,지느러미h","뉴질랜드,외화획득용 제품","뉴질랜드,판매용","대만,외화획득용 원료","대만,판매용","러시아,판매용","미국,외화획득용 원료","미국,판매용","베트남,판매용","스페인,외화획득용 원료","스페인,판매용","아르헨티나,외화획득용 원료","아르헨티나,외화획득용 제품","아르헨티나,판매용","에콰도르,판매용","우루과이,판매용","인도네시아,판매용","중국,외화획득용 원료","중국,자사제품제조용","중국,판매용","칠레,외화획득용 원료","칠레,자사제품제조용","칠레,판매용","캐나다,판매용","페루,자사제품제조용","페루,판매용","뉴질랜드,외화획득용 제품c","뉴질랜드,판매용c","대만,외화획득용 원료c","대만,판매용c","러시아,판매용c","미국,외화획득용 원료c","미국,판매용c","베트남,판매용c","스페인,외화획득용 원료c","스페인,판매용c","아르헨티나,외화획득용 제품c","아르헨티나,판매용c","에콰도르,판매용c","우루과이,판매용c","인도네시아,판매용c","중국,외화획득용 원료c","중국,자사제품제조용c","중국,판매용c","칠레,외화획득용 원료c","칠레,자사제품제조용c","칠레,판매용c","캐나다,판매용c","페루,자사제품제조용c","페루,판매용c",외화획득용 냉동c,"자사제품제조용,냉동c","자사제품제조용,냉동,다리c","자사제품제조용,냉동,동체c","자사제품제조용,냉동,동체,자숙c","자사제품제조용,냉동,지느러미c","판매용,냉동c","판매용,냉동,다리c","판매용,냉동,동체c","판매용,냉동,동체,자숙c","판매용,냉동,슬라이스(S)c","판매용,냉동,지느러미c","판매용,냉동,지느러미,자숙c",두바이유,MONTH,MONTH_MEAN,CTRY_DIF,P_PRICE
2016-03-14,0,0,0,0,0,0,0,0,0,0,0.67,0.99,0,2.906666667,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2.43,1.9875,0,1,4,0,0,0.83,4.09,0,0.54,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0.99,0,0,0,8.18,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.99,0,2.43,3.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,2,1,0,1,0,34.51,3,2.811885022,0,2.076
2016-03-21,0,0,0,0,0,0,0,0,0,0,1.775,1.086666667,0,3.78,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,3.26,1.851666667,0,1,6,0,1.6,0.825,3.48,0,0.68,0,0,1,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.67,2.88,0,0,1.6,0.98,0.68,0,0,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.775,0,0,1.086666667,0,3.26,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,0,1,0,0,1,2,2,0,1,0,35.68,3,2.811885022,0,2.052857143
2016-03-28,0,0,0,0,0,0,0,0,0,0,2.96,1.94,0,3.29,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,4.83,2.38125,0,1,8,0,1.675,0.99,4.335,0,0.7,1.5,0,2,1,4,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,6.81,0,0,2.22,0.99,0.7,1.13,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,1.94,0,4.83,2.776666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,3,0,0,0,0,1,0,0,2,1,3,0,1,1,35.22,3,2.811885022,0,2.653333333
2016-04-04,0,0,0,0,0,0,0,0,0,0,2.44,0.92,0,2.265,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,1.621666667,0,0,6,0,1,1.71,3.52,0,0.79,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0.99,0.98,0.79,1.01,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0.92,0,0,2.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,2,2,1,0,1,0,34.05,4,2.613402548,0,1.621666667
2016-04-11,0,0,0,0,0,0,0,0,0,0,0.85,0.886666667,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0.74,0,0.905,1,0,4,0,1.02,0.89,0,0,0.67,0,0,1,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,1.02,0.97,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.96,0,0,0.886666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,37.73,4,2.613402548,0,0.872
2016-04-18,0,2.08,0,0,0,0,3.1,0,0,0,0.72,1.1875,0,2.186666667,0,1,0,0,0,0,1,0,0,0,1,4,0,3,3.1,2.273333333,1.215,1,3,6,2.08,2.17,1.08,3.82,0,1.115,1.5,1,2,3,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,1,0,1,0,2.08,0,0,0,0,0,3.1,0.72,0,0,0,0,2.52,2.23,1.24,0,3.82,0,0,0,0,2.08,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0.72,0,1.5,0.875,0,3.82,1.37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,1,2,0,0,0,1,1,1,1,1,2,0,0,1,1,37.94,4,2.613402548,0,1.721
2016-04-25,0,0,0,0,0,0,0,0,0,0,1.495,0.95,0,3.69,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,3.69,1.168,0,1,5,2.15,1.02,0.945,3.69,0,0.78,0,1,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2.15,0,0.84,0,0,0,1.02,1.05,0.78,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495,0,0,0.95,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,1,0,1,1,2,0,0,1,0,38.63,4,2.613402548,1,1.588333333
2016-05-02,0,0,0.4,0,0,0,0,0,0,0,0.75,0.876666667,0,1.3,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0.846666667,0,0,6,0.4,1.13,0.865,0,0,0.69,0,1,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0.75,0,0,0,0.96,0.98,0.69,1.3,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.876666667,0,0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,2,2,0,0,1,0,42.45,5,2.514843451,0,0.846666667
2016-05-09,0,0,0,0,0,0,0,0,0,0,1.626666667,0.9025,0,2.5,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,1.64,1.285,0,2,6,1.42,1.05,0.905,2.615,0,0.74,0,1,1,2,2,0,2,0,0,0,0,1,0,1,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1.42,0,0.73,2.73,0,0,1.05,1.08,1.48,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626666667,0,0.78,0.943333333,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,0,40.97,5,2.514843451,0,1.37375
2016-05-16,0,4.21,0,0,0,0,0,0,0,0,3.56,0.953333333,0,2.5175,0,1,0,0,0,0,0,0,0,0,1,3,0,4,0,2.64,2.2575,0,1,8,0,1.215,2.655,3.843333333,0,0.715,0,0,2,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,4.21,3.56,0,0,1.03,1.1,0.73,1.4,0,7.97,0.7,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0.953333333,0,2.64,2.476666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,0,0,0,0,1,0,0,2,2,2,0,2,0,44.27,5,2.514843451,0,2.3
2016-05-23,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0,2.383333333,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1.658333333,0,0,6,0,1.22,1.07,3.71,0,0.73,2,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.07,0.73,1.44,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0,0,2.383333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,1,1,0,1,1,44.16,5,2.514843451,0,1.658333333
2016-05-30,0,0,0,0,0,0,0,0,0,0,1.22,0.993333333,0,3.48,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,3.48,1.05,0,1,4,0,1.08,1.08,3.48,0,1.02,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,1.08,1.08,0.82,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0.993333333,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,44.31,5,2.514843451,1,1.536
2016-06-06,0,0,0,0,0,0,0,0,0,0,0.9,0.956666667,0,1.33,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1.02,0,0,5,0,1.16,1.005,0,0,0.77,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.99,1.11,0.77,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.956666667,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,46.54,6,2.559927514,0,1.02
2016-06-13,0,0,0,0,0,0,0,0,0,0,1.83,1.3475,0,2.42,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,1.722857143,0,0,7,0,1.215,1.475,2.945,0,0.79,0,0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.83,2.45,0,0,1.03,1.12,0.79,1.4,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,1.3475,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,2,2,2,0,1,0,46.93,6,2.559927514,0,1.722857143
2016-06-20,0,0,0,0,0,0,0,0,0,0,1.23,1.0425,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1.26,1.035,0,1,4,0,1.163333333,1.11,0,0,0.8,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,2.26,1.11,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,1.26,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,46.69,6,2.559927514,0,1.08
2016-06-27,0,0,0,0,0,0,0,0,0,0,1.763333333,1.04,0,2.22,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,2.68,1.452857143,0,1,7,0,1.233333333,1.26,2.895,0,0.84,0,0,3,2,2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4,1.21,2.68,0,0,0.97,1.31,0.84,1.33,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,1.305,0,0,1.04,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,2,0,0,0,0,1,0,0,3,2,1,0,1,0,46.03,6,2.559927514,0,1.60625
2016-07-04,0,0,0,0,0,0,0,0,0,0,1.72,1.262,0,5.99,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,1.78,1.926666667,0,2,9,1.68,1.265,1.08,3.716666667,0,0.85,0,2,2,2,3,0,2,0,0,0,0,2,1,1,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3.36,1.48,1.05,5.16,0,0,1.05,1.11,1.7,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,1.4725,0,0.85,1.365,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,0,0,1,0,0,0,0,1,1,2,2,2,2,0,1,0,45.77,7,2.74283167,1,1.9
2016-07-11,0,0,0,0,0,0,0,0,0,0,0.92,1.006666667,0,2.5,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,2.5,0.972,0,2,5,0,1.196666667,1,3.42,0,0.85,0,0,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.01,0.83,0,0,0,1,1.17,0.85,1.58,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,1.006666667,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,1,0,1,0,0,2,2,0,0,1,0,42.84,7,2.74283167,0,1.408571429
2016-07-18,0,0,0,0,0,0,0,0,0,0,1.06,1.005,0,3.7125,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,3.645,1.7125,0,2,8,1.55,1.395,1.035,5.795,0,0.996666667,0,1,2,2,2,0,3,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.9,0,1.22,1.55,1.08,1.17,1.77,1.71,0,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0.94,1.026666667,0,6.35,2.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,3,0,0,0,0,1,1,1,2,2,1,0,2,0,43.18,7,2.74283167,1,2.099
