REG_DATE,"º£Æ®³² ³Ãµ¿,»ì","ÅÂ±¹ ³Ãµ¿,»ì,ÀÚ¼÷","º£Æ®³² ³Ãµ¿,»ì,Æ÷ÀåÈ½°¨","º£Æ®³² ³Ãµ¿,»ì,ÀÚ¼÷",ÁÖº° ³Ãµ¿ ÃÑÇÕ,"ÁÖº° ³Ãµ¿,ÀÚ¼÷ ÃÑÇÕ","ÁÖº° ³Ãµ¿,»ì ÃÑÇÕ","ÁÖº° ³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨ ÃÑÇÕ",³Ãµ¿C,"³Ãµ¿,ÀÚ¼÷C","³Ãµ¿,»ìC","³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨C",,,,,WEEKCOUNT,MONTH,MONTH_MEAN,P_PRICE
2016-03-14,8.57,15.01,10.44,7.7,7.58,8.09,8.85,35.52,1,1,2,2,,,,,9,3,10.25212756,11.30666667
2016-03-21,7.99,11.69,11.92,7.99,27.13,7.955,19.55,17.61,4,0,3,1,,,,,11,3,10.25212756,9.443636364
2016-03-28,7.74,12.09,13.28,7.61,36.31,7.82,30.24,36.16,5,1,4,2,,,,,15,3,10.25212756,10.08333333
2016-04-04,7.93,11.94,11.16,7.4,28.39,8.13,19.14,35.59,4,1,3,2,,,,,13,4,10.39414302,9.975384615
2016-04-11,8.45,11.97,11.145,7.54,22.2,8.093333333,18.73,15.84,3,0,3,1,,,,,9,4,10.39414302,9.414444444
2016-04-18,8.13,12.49,11.13,7.73,37.63,8.056666667,18.97,17.09,5,0,3,1,,,,,12,4,10.39414302,9.430833333
2016-04-25,8.42,13.34,11.07,7.48,15.64,8.02,26.72,37.22,2,0,4,2,,,,,11,4,10.39414302,10.89909091
2016-05-02,8.66,12.96,11.365,8.94,18.8,7.983333333,16.87,36.08,2,0,1,0,,,,,4,5,10.44548194,9.1
2016-05-09,8.44,12.58,11.66,8.3,22.69,7.946666667,7.02,34.94,3,0,2,2,,,,,9,5,10.44548194,10.33888889
2016-05-16,8.81,12.2,10.63,7.57,23.66,7.91,27.96,17.48,3,1,4,1,,,,,12,5,10.44548194,9.685
2016-05-23,9.51,11.13,12.32,7.28,27.29,7.78,6.24,33.31,4,0,2,2,,,,,11,5,10.44548194,9.734545455
2016-05-30,8.92,11.37,11.36,8.35,22.67,7.65,7.38,35.59,3,0,2,2,,,,,9,5,10.44548194,10.47444444
2016-06-06,8.68,11.61,12.28,7.63,35.22,7.52,25.71,16.25,5,0,4,1,,,,,13,6,10.17360949,9.029230769
2016-06-13,8.99,10.98,10.91,7.81,35.26,7.39,26.92,16.12,5,0,4,1,,,,,13,6,10.17360949,8.999230769
2016-06-20,9,11.76,12.78,8.21,22.98,7.26,18.61,33.46,3,1,3,2,,,,,12,6,10.17360949,10.33833333
2016-06-27,8.89,11.95,11.5,7.8,23.76,7.65,6.78,33.45,3,1,2,2,,,,,11,6,10.17360949,10.16181818
2016-07-04,8.12,11.9,11.44,7.69,21.97,7.685,16.75,38.69,3,0,1,2,,,,,8,7,10.39427235,10.98875
2016-07-11,8.71,11.85,15.39,8.36,30.15,7.72,26.72,16.34,4,1,4,1,,,,,13,7,10.39427235,9.633846154
2016-07-18,8.49,12,9.85,8.04,22.44,7.72,12.11,36.53,3,0,2,2,,,,,10,7,10.39427235,10.946
2016-07-25,8.73,10.98,11.67,8.03,28.94,7.72,28.86,18.28,4,0,4,1,,,,,12,7,10.39427235,9.624166667
2016-08-01,12.76,12.69,12.6,7.49,21.72,7.72,21.74,15.27,3,0,3,1,,,,,10,8,9.907120555,10.427
2016-08-08,8.75,12.185,10.78,8.11,22.23,7.72,26.09,36,3,1,4,2,,,,,12,8,9.907120555,9.973333333
2016-08-15,8.61,11.68,12.37,8.44,22.92,7.71,11.31,16.73,3,0,2,1,,,,,9,8,9.907120555,10.22888889
2016-08-22,8.43,13.16,11.29,7.87,23,7.7,21.17,20.27,3,0,3,1,,,,,10,8,9.907120555,10.519
2016-08-29,8.47,12.59,11.54,8.18,23.54,7.69,19.89,16.43,3,1,3,1,,,,,10,8,9.907120555,9.574
2016-09-05,8.8,12.02,13.42,8.37,28.96,7.855,28.71,16.01,4,0,4,1,,,,,12,9,10.19038894,9.690833333
2016-09-12,7.5,12.26,10.42,8.89,12.62,8.02,17.825,20.34,2,1,1,1,,,,,7,9,10.19038894,9.684285714
2016-09-19,8.6,12.5,12.98,8.19,37.34,8.0075,6.94,37.815,5,0,2,2,,,,,11,9,10.19038894,10.16954545
2016-09-26,8.53,12.75,13.89,8.03,22.9,7.995,11.19,37.87,3,0,2,2,,,,,10,9,10.19038894,11.516
2016-10-03,9,12.69,14.24,8.77,27.23,7.9825,19.51,34.885,4,0,3,0,,,,,10,10,10.01620699,9.144
2016-10-10,8.69,12.29,12.01,7.95,35.31,7.97,24.59,31.9,5,1,4,2,,,,,15,10,10.01620699,9.380666667
2016-10-17,8.32,12.39,11.63,7.85,30.33,7.9,7.32,36.025,4,1,2,2,,,,,11,10,10.01620699,9.943181818
2016-10-24,8.59,12.49,12.39,7.93,28.32,7.42,26.66,19.18,4,1,4,1,,,,,13,10,10.01620699,9.46
2016-10-31,10.16,12.815,11.81,7.73,22.28,7.96,7.42,17.47,3,1,2,1,,,,,9,10,10.01620699,9.425555556
2016-11-07,9.07,13.14,11.41,8.92,39.4,8.125,20.61,39.34,5,0,3,2,,,,,13,11,10.25152988,10.91461538
2016-11-14,9.09,13.31,14.23,8.05,15.44,8.29,20.96,15.89,2,1,3,1,,,,,10,11,10.25152988,10.526
2016-11-21,8.87,13.23,11.59,8.29,30.01,8.19,19.74,34.53,4,1,3,2,,,,,12,11,10.25152988,10.10166667
2016-11-28,9.09,13.15,12.87,7.57,15.64,8.18,19.58,40.94,2,0,3,2,,,,,10,11,10.25152988,11.884
2016-12-05,8.59,12.88,13.07,8.72,22.79,8.17,29.6,39.93,3,1,4,2,,,,,11,12,10.21404633,10.70909091
2016-12-12,8.97,12.61,13.27,8.9,39.24,8.29,21.14,39.15,5,1,3,2,,,,,14,12,10.21404633,10.82642857
2016-12-19,9,12.95,11.11,7.75,21.64,16.83,12.95,38.12,3,2,2,2,,,,,12,12,10.21404633,10.8625
2016-12-26,8.79,13.19,11.5,8.35,32.23,13.95666667,29.53,16.9,4,0,4,1,,,,,12,12,10.21404633,10.04083333
2017-01-01,8.42,13.026,12.065,7.55,21.87,11.08333333,7.42,16.47,3,0,2,1,,,,,7,1,9.947144603,8.818571429
2017-01-06,8.64,12.862,12.63,8.6,39.67,8.21,27.82,38.61,5,1,4,2,,,,,14,1,9.947144603,10.29857143
2017-01-16,9.34,12.698,18.8,7.82,30.5,8.146666667,28.3,28.36,4,0,4,0,,,,,10,1,9.947144603,9.476
2017-01-23,9.37,12.534,12.73,7.78,16.06,8.083333333,7.39,18.11,2,0,2,1,,,,,7,1,9.947144603,10.20571429
2017-01-30,8.95,12.37,11.73,8.34,22,8.02,19.87,33.79,3,1,3,2,,,,,12,1,9.947144603,10.4225
2017-02-06,8.79,12.715,8.94,8.63,22.92,8.29,20.72,18.84,3,1,3,1,,,,,10,2,9.891867962,9.713
2017-02-13,9.26,13.06,8.79,8.12,14.96,8.5,19.93,35.48,2,1,3,2,,,,,10,2,9.891867962,10.504
2017-02-20,9.4,13.405,9.685,8.64,15.115,8.21,18.81,43.35,2,1,3,2,,,,,9,2,9.891867962,11.50277778
2017-02-27,8.95,13.75,10.58,7.73,22.81,8.15,20.42,43.41,3,0,3,0,,,,,9,2,9.891867962,9.36
2017-03-06,9.02,13.84,10.42,8.77,23.11,8.09,12.64,43.47,3,1,2,2,,,,,11,3,10.25212756,11.76
2017-03-13,9.25,13.87,9.03,8.91,22.56,8.25,26.88,35.24,3,0,4,2,,,,,12,3,10.25212756,10.47833333
2017-03-20,9.25,14.45,11.38,8.65,29.81,8.41,32.54,38.64,4,1,4,2,,,,,15,3,10.25212756,10.93785714
2017-03-27,9.97,13.32,13.05,9.79,29.08,8.24,13.23,36.18,4,1,2,2,,,,,13,3,10.25212756,11.07166667
2017-04-03,9.18,13.56,10.59,8.56,23.67,8.63,20.11,35.23,3,1,3,2,,,,,11,4,10.39414302,10.54272727
2017-04-10,9.67,13.8,11.79,8.37,31.41,8.48,20.77,35.67,4,0,3,2,,,,,12,4,10.39414302,10.95666667
2017-04-17,8.89,13.94,12.3,8.99,32.795,8.33,14.09,33.58,4,1,2,2,,,,,12,4,10.39414302,11.07625
2017-04-24,9.51,12.66,12.94,7.39,17.15,9.29,20.35,37.73,2,1,3,2,,,,,12,4,10.39414302,11.54727273
2017-05-01,9.15,12.96,9.24,8.19,8.06,8.885,25.985,19.26,1,0,1,1,,,,,5,5,10.44548194,10.78
2017-05-08,9.26,13.26,12,9,30.45,8.48,31.62,20.23,4,1,4,1,,,,,13,5,10.44548194,10.33076923
2017-05-15,9.58,13.24,12.71,9.2,25.57,9.09,26.345,37.82,3,1,1,2,,,,,10,5,10.44548194,11.55222222
2017-05-22,9.48,13.22,10.5,9.41,21.67,17.04,21.07,45.31,3,2,3,2,,,,,14,5,10.44548194,11.36153846
2017-05-29,9.28,14.12,10.61,8.81,29.3,8.89,30.42,36.94,4,1,4,2,,,,,15,5,10.44548194,10.59785714
2017-06-05,9.21,13.56,13.12,8.5,29.25,8.62,22.15,40.98,4,1,3,2,,,,,13,6,10.17360949,11.18384615
2017-06-12,9.48,14.64,11.58,9.08,30.23,9.14,21.04,38.71,4,1,3,2,,,,,14,6,10.17360949,11.06923077
2017-06-19,8.84,13.65,11.59,8.53,22.12,8.45,21.35,37.73,3,1,3,2,,,,,12,6,10.17360949,11.02166667
2017-06-26,9.14,13.23,9.21,8.78,39.97,8.66,20.49,37.88,5,1,3,2,,,,,13,6,10.17360949,10.31769231
2017-07-03,9.1,12.81,11.41,8.75,28.65,10.77,29.36,37.25,4,1,4,2,,,,,14,7,10.39427235,10.57857143
2017-07-10,9.15,13.33,11.27,8.75,22.43,8.49,21.34,15.92,3,1,3,1,,,,,11,7,10.39427235,10.06181818
2017-07-17,8.8,14.55,13.59,8.92,31.08,8.57,19.33,34.66,4,0,3,2,,,,,12,7,10.39427235,10.91083333
2017-07-24,9.29,13.98,10.35,8.98,17.2,8.65,20.66,35.91,2,0,3,2,,,,,10,7,10.39427235,11.637
2017-07-31,9.24,13.54,14.15,8.42,22.25,8.73,21.3,38.99,3,1,3,2,,,,,12,7,10.39427235,11.18909091
2017-08-07,9.39,13.1,10.59,8.13,22.93,14.97,28.32,38.14,3,2,4,2,,,,,14,8,9.907120555,10.39785714
2017-08-14,8.63,13.12,11.43,8.77,29.95,16.005,13.39,40.13,4,0,2,2,,,,,10,8,9.907120555,11.23
2017-08-21,9.44,13.14,11.58,8.41,29.55,17.04,29.76,37.26,4,2,4,2,,,,,14,8,9.907120555,10.21714286
2017-08-28,9.08,13.16,11.55,8.48,28.39,8.73,31.06,21.11,4,1,4,1,,,,,12,8,9.907120555,9.866666667
2017-09-04,9.08,13.18,12.1,8.95,30.66,8.83,20.52,37.03,4,1,3,2,,,,,13,9,10.19038894,10.79615385
2017-09-11,9.89,12.91,11.56,9.28,22.65,16.83,12.42,37.4,3,2,2,2,,,,,12,9,10.19038894,11.07833333
2017-09-18,9.84,12.72,12.35,8.82,31.13,9.13,20.13,36.05,4,1,3,2,,,,,13,9,10.19038894,10.78230769
2017-09-25,9.29,12.91,11.86,9.25,22.32,8.84,28.52,39.21,3,1,4,2,,,,,13,9,10.19038894,10.93846154
2017-10-09,9.68,12.84,12.16,8.87,22.61,8.54,18.37,37.47,3,1,3,2,,,,,12,10,10.01620699,10.87833333
2017-10-16,9.06,13.05,11.98,8.64,23.38,17.37,20.62,39.52,3,2,3,2,,,,,13,10,10.01620699,11.04769231
2017-10-23,9.28,11.84,11.53,9.45,39.05,9.03,23.79,37.73,5,1,3,2,,,,,14,10,10.01620699,10.83571429
2017-10-30,9.28,12.435,12.64,8.81,30.58,8.87,30.41,38.31,4,1,4,2,,,,,13,10,10.01620699,10.68461538
2017-11-06,9.13,13.03,12.04,8.87,15.63,8.67,20.25,37.53,2,1,3,2,,,,,11,11,10.25152988,11.37727273
2017-11-13,9.63,13.01,12.65,8.74,24.16,17.22,20,37.12,3,2,3,2,,,,,13,11,10.25152988,10.96384615
2017-11-20,9.26,13.1,11.78,8.41,29.9,8.84,20.73,40.46,4,1,3,2,,,,,13,11,10.25152988,10.96
2017-11-27,9.51,13.11,12.17,9.43,32.24,8.12,39.92,38.9,4,1,5,2,,,,,15,11,10.25152988,10.89333333
2017-12-04,9.26,13.53,12.24,8.22,22.57,12.74,20.02,41.03,3,0,3,2,,,,,11,12,10.21404633,11.53363636
2017-12-11,9.69,13.22,11.83,8.54,22.79,17.36,7.665,39.1,3,2,2,2,,,,,11,12,10.21404633,10.63409091
2017-12-18,9.87,12.91,12.48,9.29,24.61,17.27,18.66,38.22,3,2,3,2,,,,,13,12,10.21404633,11.02384615
2017-12-25,9.53,13.2,11.74,9.04,23.2,8.48,7.92,37.65,3,1,2,2,,,,,10,12,10.21404633,10.756
2018-01-01,9.19,13.49,11.63,8.92,30.36,8.66,29.82,17.91,4,1,4,1,,,,,12,1,9.947144603,9.8625
2018-01-08,9.11,13.365,11.52,8.78,22.77,16.83,23.63,17.97,3,2,3,1,,,,,11,1,9.947144603,10.05545455
2018-01-15,9.89,13.24,11.59,9.13,29.87,15.49,13.06,36.56,4,0,2,2,,,,,10,1,9.947144603,11.01
2018-01-22,9.54,13.115,12.05,9.8,24.16,14.15,32.07,39.23,3,0,4,2,,,,,11,1,9.947144603,11.53181818
2018-01-29,9.37,12.99,11.48,9.36,30.71,12.81,39.06,36.66,4,0,5,2,,,,,14,1,9.947144603,10.68785714
2018-02-05,9.44,13.225,12.24,8.89,37.87,11.47,8.55,40.55,5,0,2,2,,,,,11,2,9.891867962,10.68545455
2018-02-12,9,13.46,11.91,8.78,23.53,10.13,19.14,18.44,3,0,3,1,,,,,10,2,9.891867962,10.426
2018-02-19,8.94,12.87,12.83,8.75,22.02,8.79,29.56,36.06,3,1,4,2,,,,,13,2,9.891867962,10.75538462
2018-02-26,9.28,13.26666667,11.22,8.53,36.57,8.81,8.27,21.81,5,1,2,1,,,,,11,2,9.891867962,9.499090909
2018-03-05,9.36,13.66333333,11.69,8.82,16.15,8.79,20.57,17.75,2,1,3,1,,,,,8,3,10.25212756,10.18
2018-03-12,9.45,14.06,12.16,8.82,22.51,8.73,21.06,36.85,3,1,3,2,,,,,12,3,10.25212756,11.13666667
2018-03-19,8.86,13.29,12.65,8.64,22.76,8.38,8.7,40.42,3,1,2,2,,,,,10,3,10.25212756,11.041
2018-03-26,9.16,12.52,11.86,8.51,26.54,8.68,28.84,37.99,4,1,4,2,,,,,14,3,10.25212756,10.29285714
2018-04-02,9.23,13.38,11.9,9.33,21.26,14.935,21.37,37.22,3,0,3,2,,,,,11,4,10.39414302,11.24454545
2018-04-09,9.33,13.2575,11.53,8.64,23.68,21.19,22.63,38.55,3,2,3,2,,,,,12,4,10.39414302,11.29583333
2018-04-16,9.56,13.135,13.54,9.27,38.89,8.65,17.51,34.19,5,1,3,2,,,,,13,4,10.39414302,10.12384615
2018-04-23,9.46,13.0125,12.19,8.36,31.26,8.71,13.02,39.05,4,1,2,2,,,,,11,4,10.39414302,11.09545455
2018-04-30,8.23,12.89,11.2,8.73,7.61,8.83,12.94,39.9,1,0,2,2,,,,,8,4,10.39414302,12.6875
2018-05-07,8.97,14.21,13.02,8.55,7.52,8.95,22.32,36.55,1,1,3,2,,,,,11,5,10.44548194,12.009
2018-05-14,9.05,12.82,11.75,8.61,14.27,8.63,20.29,36.35,2,1,3,2,,,,,11,5,10.44548194,11.07
2018-05-21,8.59,12.135,11.74,8.56,0,8.76,15.23,37.2,0,1,3,2,,,,,7,5,10.44548194,11.19142857
2018-05-28,8.5,11.45,11.73,7.09,9,8.68,26.69,38.19,1,1,4,2,,,,,10,5,10.44548194,10.96
2018-06-04,8.79,12.58,11.72,8.2,6.46,8.53,20.7,40.05,1,1,3,2,,,,,10,6,10.17360949,11.703
2018-06-11,8.89,13.09,13.03,8.57,0,8.326666667,30.52,39.99,0,0,4,2,,,,,9,6,10.17360949,12.67666667
2018-06-18,6.77,13.61,11.85,8.35,21.1,8.123333333,13.58,37.84,3,0,2,2,,,,,10,6,10.17360949,11.31
2018-06-25,8.41,13.375,12.35,8.37,13.09,7.92,7.57,40.87,2,1,2,2,,,,,9,6,10.17360949,10.95333333
2018-07-02,8.64,13.14,12.89,7.83,13.85,8.34,20.485,35.85,2,0,3,2,,,,,10,7,10.39427235,11.2685
2018-07-09,8.15,13.3225,11.12,7.99,14.455,8.76,12.75,37.78,2,1,2,2,,,,,9,7,10.39427235,11.22277778
2018-07-16,8.34,13.505,13.06,8.11,26.38,8.705,13.03,39.38,4,0,2,2,,,,,10,7,10.39427235,10.83
2018-07-23,8.36,13.6875,12.58,7.94,14.07,8.65,12.37,39.06,2,1,2,2,,,,,9,7,10.39427235,11.44777778
2018-07-30,7.93,13.87,12.81,8.14,30.21,8.48,28.84,38.11,4,1,4,2,,,,,14,7,10.39427235,10.59928571
2018-08-06,8.41,13.53333333,11.9,8.32,20.94,7.43,18.19,18.73,3,1,1,1,,,,,7,8,9.907120555,9.118571429
2018-08-13,8.33,13.19666667,10.99,8.18,22.475,8.77,7.54,35.96,3,1,2,2,,,,,10,8,9.907120555,10.2245
2018-08-20,8.19,12.86,11.89,8.01,15.73,15.76,36.21,38.19,2,2,5,2,,,,,13,8,9.907120555,10.38076923
2018-08-27,8.38,12.59,12.79,7.13,22.11,13.8775,14.35,39.16,3,0,3,2,,,,,10,8,9.907120555,10.392
2018-09-03,8.61,12.32,12.63,7.47,27.6,11.995,12.22,35.43,4,0,2,2,,,,,11,9,10.19038894,10.57090909
2018-09-10,8.45,14.12,11.88,7.9,14.39,10.1125,28.03,36.02,2,0,4,2,,,,,11,9,10.19038894,10.98090909
2018-09-17,8.43,12.57,12.37,7.81,15.69,8.23,29.7,39.48,2,1,4,2,,,,,12,9,10.19038894,11.19
2018-09-24,9.12,12.61,13.005,7.84,6.88,12.315,28.27,41.69,1,0,1,2,,,,,5,9,10.19038894,13.106
2018-10-01,7.87,12.65,13.64,7.96,21.27,16.4,26.84,33.5,3,2,4,2,,,,,13,10,10.01620699,9.806153846
2018-10-08,8.42,12.69,10.71,7.85,14.46,7.2,7.63,35.62,2,1,2,2,,,,,9,10,10.01620699,10.21
2018-10-15,8.48,12.73,12.34,8.23,21.08,11.185,18.47,38.89,3,0,3,2,,,,,11,10,10.01620699,10.92909091
2018-10-22,8.45,12.22,12.12,8.57,21.27,15.17,26.6,39.13,3,2,4,2,,,,,14,10,10.01620699,10.25214286
2018-10-29,8.65,12.282,13.29,7.57,34.54,7.49,9.33,39,5,1,2,2,,,,,12,10,10.01620699,9.989166667
2018-11-05,8.43,12.344,12.19,8.04,26.38,8.69,13.69,33.85,4,1,1,2,,,,,10,11,10.25152988,9.758
2018-11-12,8.51,12.406,11.58,8.9,28.21,8.01,18.05,36.36,4,1,3,2,,,,,12,11,10.25152988,9.968333333
2018-11-19,8.59,12.468,12.34,7.73,20.73,7.8,14.65,37.07,3,1,3,2,,,,,11,11,10.25152988,9.900909091
2018-11-26,8.85,12.53,11.765,8.52,21.06,8.17,19.97,37.58,3,1,3,2,,,,,12,11,10.25152988,10.70375
2018-12-03,8.07,12.84,11.19,8.09,27.58,7.75,19.74,35.62,4,1,3,2,,,,,13,12,10.21404633,10.06769231
2018-12-10,8.98,13.775,12.69,7.82,19.43,15.88,10.21,35.74,3,2,2,2,,,,,11,12,10.21404633,10.06818182
2018-12-17,8.76,14.71,11.48,8.37,18.78,16.3,19.58,38.22,3,0,3,2,,,,,11,12,10.21404633,10.9
2018-12-24,8.6,12.54,12.18,8.06,22.35,16.72,18.5,31.18,3,2,3,2,,,,,13,12,10.21404633,10.01
2018-12-31,10.14,12.675,11.215,8.17,21.65,16.05,18.86,23.37,3,2,3,0,,,,,9,12,10.21404633,8.318888889
2019-01-07,8.37,12.81,10.25,7.91,22.51,6.93,18.87,15.56,3,1,3,1,,,,,11,1,9.947144603,9.382727273
2019-01-14,8.27,12.07,11.85,8.26,28.9,7.28,21.8,35.94,4,0,3,2,,,,,12,1,9.947144603,10.59083333
2019-01-21,8.47,12.2925,8.41,7.91,23.45,7.63,17.59,40.05,3,0,3,2,,,,,10,1,9.947144603,10.588
2019-01-28,8.58,12.515,10.04,7.94,23.17,7.98,15.32,38.47,3,1,3,2,,,,,11,1,9.947144603,10.13636364
2019-02-04,8.14,12.7375,11.55,8.19,6.87,8.115,6.99,35.65,1,0,2,0,,,,,5,2,9.891867962,8.348
2019-02-11,7.54,12.96,10.59,7.95,27.86,8.25,26.42,32.83,4,1,4,2,,,,,14,2,9.891867962,9.6
2019-02-18,7.66,12.61,10.19,8.39,20.79,8.01,7.45,21.34,3,1,2,1,,,,,9,2,9.891867962,9.314444444
2019-02-25,7.93,12.26,11.06,9.49,26.75,8.295,10.93,34.4,4,0,2,2,,,,,11,2,9.891867962,10.25636364
2019-03-04,8.83,12.215,8.79,8.63,26.78,8.58,24.73,37.97,4,1,4,2,,,,,13,3,10.25212756,9.562307692
2019-03-11,8,12.17,12.45,8.18,32.37,8.5,18.72,39.1,5,1,3,2,,,,,14,3,10.25212756,9.963571429
2019-03-18,8.05,12.055,11.805,9.11,21.88,12.575,20.67,37.07,3,0,3,2,,,,,9,3,10.25212756,10.75333333
2019-03-25,8.14,11.94,11.16,8.39,30.18,16.65,11.28,35.22,4,2,2,2,,,,,13,3,10.25212756,10.22769231
2019-04-01,8.09,12.08,10.26,7.88,44.68,13.91666667,34.79,32.34,6,0,5,2,,,,,16,4,10.39414302,9.3825
2019-04-08,8.18,13.08,10.61,7.69,29.33,11.18333333,7.51,20.93,4,0,2,1,,,,,9,4,10.39414302,9.361111111
2019-04-15,8.33,14.08,11.14,8.47,21.99,8.45,18.16,12.11,3,1,3,1,,,,,10,4,10.39414302,8.865
2019-04-22,8.41,15.08,12.07,8.48,28.58,8.105,6.53,35.58,4,0,2,2,,,,,10,4,10.39414302,9.965
2019-04-29,7.96,16.08,9.22,7.21,30.71,7.76,25.77,34.88,4,1,4,2,,,,,14,4,10.39414302,9.682142857
2019-05-06,7.65,15.1825,11.06,8.02,20.76,11.985,18.31,18.14,3,0,3,1,,,,,9,5,10.44548194,9.326666667
2019-05-13,8.16,14.285,11.59,7.9,21.55,16.21,27.43,38.65,3,2,4,2,,,,,13,5,10.44548194,10.11461538
2019-05-20,8.35,13.3875,11.51,8.02,27.95,11.92,20.02,32.78,4,0,3,2,,,,,11,5,10.44548194,9.875454545
2019-05-27,8.16,12.49,12.1,7.7,27.16,7.63,11.32,36.5,4,1,2,2,,,,,12,5,10.44548194,10.255
2019-06-03,8.11,12.42,8.17,8.54,20.09,8.16,19.69,33.05,3,1,3,2,,,,,11,6,10.17360949,9.619090909
2019-06-10,7.96,12.35,11.85,7.71,35.9,7.68,17.52,31.98,5,1,3,2,,,,,14,6,10.17360949,9.496428571
2019-06-17,7.95,24.56,10.86,7.83,38.95,8.015,14.94,29.71,6,0,3,2,,,,,13,6,10.17360949,8.48
2019-06-24,8.3,12.21,12.66,7.9,18.21,8.35,25.88,34.03,3,1,4,2,,,,,13,6,10.17360949,9.810769231
2019-07-01,8.01,12.11,12.46,7.57,28.49,8.08,6.96,32.26,4,1,2,2,,,,,11,7,10.39427235,9.439090909
2019-07-08,7.25,12.01,10.11,7.6,20.43,8.46,30.65,32.89,3,1,4,2,,,,,13,7,10.39427235,9.953846154
2019-07-15,7.9,12.0725,10.485,7.58,30.9,8.1,11.16,36.58,4,1,2,2,,,,,10,7,10.39427235,10.222
2019-07-22,7.87,12.135,10.86,7.32,31,7.14,7.28,30.46,4,0,2,2,,,,,10,7,10.39427235,9.479
2019-07-29,7.99,12.1975,10.67,7.31,26.37,6.18,7.49,34.13,4,1,2,2,,,,,11,7,10.39427235,9.103636364
2019-08-05,7.9,12.26,10.74,7.31,20.38,7.87,6.79,33.52,3,1,2,2,,,,,11,8,9.907120555,9.706363636
2019-08-12,7.36,12.31,10.455,7.52,20.45,8.053333333,18.83,15.09,3,0,3,1,,,,,8,8,9.907120555,8.65625
2019-08-19,8,12.36,10.17,7.44,35.04,8.236666667,17.75,34.84,5,0,3,2,,,,,13,8,9.907120555,9.661538462
2019-08-26,8.01,12.4,7.84,7.91,34.55,8.42,21,34.05,5,1,3,2,,,,,14,8,9.907120555,9.584285714
2019-09-02,7.91,12.29,12.4,7.59,26.7,8.17,19.26,22.63,4,1,3,2,,,,,12,9,10.19038894,8.721666667
2019-09-09,7.53,12.18,8.89,7.09,22.1,8.37,16.37,19.69,3,1,3,1,,,,,10,9,10.19038894,9.004
2019-09-16,8.24,12.07,9.27,7.39,26.88,7.79,17.91,28.5,4,0,3,2,,,,,12,9,10.19038894,9.188333333
2019-09-23,7.72,11.86,11.38,7.12,29.07,7.21,23.62,35.93,4,1,4,2,,,,,14,9,10.19038894,9.565
2019-09-30,8.5,11.9675,9.32,7.25,14.87,7.58,6.8,27.07,2,1,2,0,,,,,7,9,10.19038894,7.76
2019-10-07,7.62,12.075,10.97,7.15,4.8,7.663333333,8.8,18.21,1,0,2,1,,,,,6,10,10.01620699,9.591666667
