REG_DATE,P_TYPE,CTRY_1,CTRY_2,P_PURPOSE,CATEGORY_1,CATEGORY_2,P_NAME,P_IMPORT_TYPE,P_PRICE
2016-03-28,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",2.22
2016-03-28,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리,자숙",5.54
2016-03-28,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.85
2016-03-28,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.96
2016-03-28,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",4.83
2016-03-28,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.13
2016-03-28,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미,자숙",1.5
2016-03-28,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",5.7
2016-03-28,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7
2016-03-28,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.99
2016-04-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",0.99
2016-04-04,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.52
2016-04-04,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",2.44
2016-04-04,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.01
2016-04-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.98
2016-04-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.79
2016-04-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.02
2016-04-11,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.96
2016-04-11,수산물,중국,중국,외화획득용 원료,연체류 해물모듬,오징어,오징어,"냉동,동체",0.74
2016-04-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.67
2016-04-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.97
2016-04-18,수산물,아르헨티나,아르헨티나,외화획득용 원료,연체류 해물모듬,오징어,오징어,"냉동,다리",3.1
2016-04-18,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.5
2016-04-18,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.5
2016-04-18,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.72
2016-04-18,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리,자숙",2.4
2016-04-18,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미,자숙",1.5
2016-04-18,수산물,대만,대만,판매용,연체류 해물모듬,오징어,오징어,냉동,2.08
2016-04-18,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.24
2016-04-18,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.82
2016-04-18,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.73
2016-04-18,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.02
2016-04-25,수산물,대한민국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,2.15
2016-04-25,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.69
2016-04-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.02
2016-04-25,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.84
2016-04-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.78
2016-04-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.05
2016-05-02,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.3
2016-05-02,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",0.96
2016-05-02,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.75
2016-05-02,수산물,러시아,러시아,판매용,연체류 해물모듬,오징어,오징어,냉동,0.4
2016-05-02,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.69
2016-05-02,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.98
2016-05-09,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.78
2016-05-09,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.73
2016-05-09,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,1.42
2016-05-09,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.73
2016-05-09,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.5
2016-05-09,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.05
2016-05-09,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7
2016-05-09,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.08
2016-05-16,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.56
2016-05-16,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7
2016-05-16,수산물,대만,대만,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",4.21
2016-05-16,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.64
2016-05-16,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",5.33
2016-05-16,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.03
2016-05-16,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.4
2016-05-16,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.73
2016-05-16,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.1
2016-05-23,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리,자숙",2
2016-05-23,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.71
2016-05-23,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미,자숙",2
2016-05-23,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.44
2016-05-23,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1
2016-05-23,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.73
2016-05-23,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.07
2016-05-30,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,슬라이스(S),포장횟감",10.12
2016-05-30,수산물,대한민국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.22
2016-05-30,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.48
2016-05-30,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.08
2016-05-30,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.08
2016-05-30,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.82
2016-06-06,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.9
2016-06-06,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.33
2016-06-06,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",0.99
2016-06-06,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.77
2016-06-06,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.11
2016-06-13,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.45
2016-06-13,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.83
2016-06-13,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.44
2016-06-13,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.4
2016-06-13,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.03
2016-06-13,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.12
2016-06-13,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.79
2016-06-20,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.26
2016-06-20,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.23
2016-06-20,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1
2016-06-20,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.8
2016-06-20,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.11
2016-06-27,수산물,중국,중국,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.68
2016-06-27,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.4
2016-06-27,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.11
2016-06-27,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.21
2016-06-27,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.33
2016-06-27,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",0.97
2016-06-27,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.84
2016-06-27,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.31
2016-07-04,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.85
2016-07-04,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,1.06
2016-07-04,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.48
2016-07-04,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.05
2016-07-04,수산물,중국,중국,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.71
2016-07-04,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",5.99
2016-07-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.45
2016-07-04,수산물,대한민국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,2.3
2016-07-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.05
2016-07-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.85
2016-07-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.11
2016-07-11,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.01
2016-07-11,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.83
2016-07-11,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.58
2016-07-11,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.42
2016-07-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1
2016-07-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.85
2016-07-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.17
2016-07-18,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.94
2016-07-18,수산물,대한민국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.22
2016-07-18,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,냉동,1.55
2016-07-18,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",5.24
2016-07-18,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",6.35
2016-07-18,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.9
2016-07-18,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.71
2016-07-18,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.08
2016-07-18,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.83
2016-07-18,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.17
2016-07-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.1
2016-07-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.06
2016-07-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.2
2016-07-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",2.43
2016-08-01,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,냉동,1.6
2016-08-01,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.02
2016-08-01,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.18
2016-08-01,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",4.06
2016-08-01,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.84
2016-08-01,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.21
2016-08-08,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,냉동,1.64
2016-08-08,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.12
2016-08-08,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.39
2016-08-08,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.93
2016-08-08,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",6.21
2016-08-08,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.85
2016-08-08,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.22
2016-08-15,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,슬라이스(S)",2.09
2016-08-15,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.92
2016-08-15,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.83
2016-08-15,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.39
2016-08-15,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.29
2016-08-15,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,냉동,1.65
2016-08-15,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",2.52
2016-08-15,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.98
2016-08-15,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",4.85
2016-08-15,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.24
2016-08-15,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",6.61
2016-08-15,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.24
2016-08-15,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.88
2016-08-15,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.25
2016-08-22,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.85
2016-08-22,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미,자숙",2.1
2016-08-22,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1
2016-08-22,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.14
2016-08-22,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",6.28
2016-08-22,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",5.98
