REG_DATE,P_TYPE,CTRY_1,CTRY_2,P_PURPOSE,CATEGORY_1,CATEGORY_2,P_NAME,P_IMPORT_TYPE,P_PRICE
2016-01-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",12.97
2016-01-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",18.34
2016-01-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",12.79
2016-01-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.47
2016-01-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,8.89
2016-02-01,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.69
2016-02-01,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",6.06
2016-02-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",12.28
2016-02-01,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,8.19
2016-02-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",18.39
2016-02-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",12.21
2016-02-01,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.68
2016-02-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,8.98
2016-02-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",13.9
2016-02-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",16.84
2016-02-08,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,8.98
2016-02-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",13.39
2016-02-08,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",15.2
2016-02-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,8.85
2016-02-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",13.83
2016-02-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",18.85
2016-02-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",12.07
2016-02-15,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.4
2016-02-15,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",15.67
2016-02-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.21
2016-02-22,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.52
2016-02-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.03
2016-02-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",17.91
2016-02-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",13.31
2016-02-22,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.5
2016-02-22,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.72
2016-02-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.69
2016-02-29,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.55
2016-02-29,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.8
2016-02-29,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.5
2016-02-29,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",17.61
2016-02-29,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.9
2016-02-29,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.16
2016-02-29,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.8
2016-02-29,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.38
2016-03-07,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",13.9
2016-03-07,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.17
2016-03-07,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.19
2016-03-07,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",18.35
2016-03-07,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.84
2016-03-07,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",13.98
2016-03-07,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.94
2016-03-07,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.74
2016-03-14,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.21
2016-03-14,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.21
2016-03-14,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.47
2016-03-14,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",21.18
2016-03-14,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",12.16
2016-03-14,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",13.8
2016-03-14,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",15.48
2016-03-14,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.54
2016-03-21,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.22
2016-03-21,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.21
2016-03-21,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.85
2016-03-21,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",17.85
2016-03-21,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.27
2016-03-21,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.44
2016-03-21,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",16.03
2016-03-21,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.31
2016-03-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.45
2016-03-28,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.64
2016-03-28,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,22.17
2016-03-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",18.81
2016-03-28,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.04
2016-03-28,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",17.01
2016-03-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",15.02
2016-03-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.9
2016-04-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.21
2016-04-04,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,16.2
2016-04-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.13
2016-04-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",19.68
2016-04-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.81
2016-04-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.92
2016-04-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",16.53
2016-04-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.62
2016-04-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.18
2016-04-11,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.15
2016-04-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",19.61
2016-04-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.35
2016-04-11,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.77
2016-04-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.13
2016-04-18,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.41
2016-04-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",13.94
2016-04-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",18.93
2016-04-18,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.9
2016-04-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.01
2016-04-18,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.62
2016-04-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.72
2016-04-25,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,13
2016-04-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.66
2016-04-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.22
2016-04-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",18.76
2016-04-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.87
2016-04-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",13.83
2016-04-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.61
2016-04-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.69
2016-05-02,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",27.36
2016-05-02,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.16
2016-05-02,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.66
2016-05-02,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.8
2016-05-02,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",13.71
2016-05-02,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.04
2016-05-02,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.72
2016-05-09,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.43
2016-05-09,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.06
2016-05-09,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",18.1
2016-05-09,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.47
2016-05-09,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.81
2016-05-09,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.94
2016-05-09,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.35
2016-05-16,수산물,영국,영국,판매용,어류,연어,연어,냉장,7.75
2016-05-16,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.54
2016-05-16,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.65
2016-05-16,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",19.04
2016-05-16,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.15
2016-05-16,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",15.19
2016-05-16,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.59
2016-05-16,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.87
2016-05-23,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.32
2016-05-23,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.68
2016-05-23,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",15.89
2016-05-23,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.86
2016-05-23,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",19.27
2016-05-23,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.91
2016-05-23,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.97
2016-05-30,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.72
2016-05-30,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.36
2016-05-30,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",17.98
2016-05-30,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10
2016-05-30,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.41
2016-05-30,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.24
2016-05-30,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.92
2016-06-06,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,10.92
2016-06-06,수산물,영국,영국,판매용,어류,연어,연어,냉장,7
2016-06-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.9
2016-06-06,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.35
2016-06-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",19.23
2016-06-06,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.54
2016-06-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",15.16
2016-06-06,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.04
2016-06-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.31
2016-06-13,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",13.87
2016-06-13,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.68
2016-06-13,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",20.81
2016-06-13,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",16.09
2016-06-13,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",17.49
2016-06-13,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.46
2016-06-13,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.43
2016-06-20,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",14.14
2016-06-20,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.41
2016-06-20,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",17.01
2016-06-20,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.07
2016-06-20,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",21.56
2016-06-20,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",16.42
2016-06-20,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.17
2016-06-20,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.9
2016-06-27,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",13.26
2016-06-27,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.48
2016-06-27,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.97
2016-06-27,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",20.95
2016-06-27,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",16.13
2016-06-27,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",16.24
2016-06-27,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.89
2016-06-27,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.66
2016-07-04,수산물,영국,영국,판매용,어류,연어,연어,냉장,9.86
2016-07-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",13.79
2016-07-04,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.77
2016-07-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",16.59
2016-07-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.77
2016-07-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",27.14
2016-07-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",16.66
2016-07-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.69
2016-07-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,12.06
2016-07-11,수산물,영국,영국,판매용,어류,연어,연어,냉장,12.71
2016-07-11,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",15.27
2016-07-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",27
2016-07-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",17.86
2016-07-11,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,13.7
2016-07-11,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.75
2016-07-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",17.24
2016-07-11,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.77
2016-07-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,13.23
2016-07-18,수산물,칠레,칠레,판매용,어류,연어,연어,냉장,1.67
2016-07-18,수산물,영국,영국,판매용,어류,연어,연어,냉장,9.4
2016-07-18,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",14.21
2016-07-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",17.49
2016-07-18,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.51
2016-07-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",27.16
2016-07-18,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,13.46
2016-07-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",17.18
2016-07-18,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.54
2016-07-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,13.09
2016-07-25,수산물,영국,영국,판매용,어류,연어,연어,냉장,8.95
2016-07-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.39
2016-07-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",16.45
2016-07-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",27
2016-07-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.73
2016-07-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",15.91
2016-07-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.07
2016-07-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,12.41
2016-08-01,수산물,칠레,칠레,판매용,어류,연어,연어,냉장,11.15
2016-08-01,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.24
2016-08-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",26.86
2016-08-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.15
2016-08-01,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.97
2016-08-01,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.18
2016-08-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.43
2016-08-01,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.65
2016-08-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.18
2016-08-08,수산물,아일랜드,아일랜드,판매용,어류,연어,연어,냉장,11.18
2016-08-08,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,8.93
2016-08-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.24
2016-08-08,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.4
2016-08-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",26.92
2016-08-08,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.21
2016-08-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.32
2016-08-08,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.79
2016-08-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.08
2016-08-15,수산물,영국,영국,판매용,어류,연어,연어,냉장,8.88
2016-08-15,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.17
2016-08-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",26.95
2016-08-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.32
2016-08-15,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.49
2016-08-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.72
2016-08-15,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",14.13
2016-08-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.82
2016-08-22,수산물,영국,영국,판매용,어류,연어,연어,냉장,9.2
2016-08-22,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.29
2016-08-22,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",11.83
2016-08-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",27.1
2016-08-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",15.26
2016-08-22,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.03
2016-08-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.8
2016-08-22,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.64
2016-08-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.78
2016-08-29,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F),횟감",12.03
2016-08-29,수산물,미국,미국,판매용,어류,연어,연어,냉동,3.51
2016-08-29,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",14.6
