REG_DATE,P_TYPE,CTRY_1,CTRY_2,P_PURPOSE,CATEGORY_1,CATEGORY_2,P_NAME,P_IMPORT_TYPE,P_PRICE
2015-12-28,수산물,페루,페루,판매용,갑각류,새우,흰다리새우,냉동,6.10 
2015-12-28,수산물,러시아,러시아,판매용,어류,대구,대구,"냉동,목살",3.55 
2015-12-28,수산물,러시아,러시아,판매용,알 곤이류,명란(명태알),명태알,"냉동,알",10.00 
2015-12-28,수산물,러시아,러시아,판매용,갑각류,게,대게,냉장,2.00 
2015-12-28,수산물,러시아,러시아,판매용,패류 멍게류,해삼,해삼,냉동,2.10 
2015-12-28,수산물,러시아,러시아,외화획득용 원료,어류,호키류,줄민태,냉동,1.55 
2015-12-28,수산물,시에라리온,시에라리온,판매용,어류,서대 박대 페루다,홍서대,냉동,2.00 
2015-12-28,수산물,세네갈,세네갈,판매용,패류 멍게류,고동,위고둥,"냉동,살,자숙",3.13 
2015-12-28,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",13.38 
2015-12-28,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살",15.05 
2015-12-28,수산물,튀니지,튀니지,판매용,어류,장어,뱀장어,활,12.00 
2015-12-28,수산물,대만,벨리즈,판매용,어류,꽁치 학꽁치,꽁치,냉동,0.96 
2015-12-28,수산물,대만,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",12.80 
2015-12-28,수산물,대만,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,목살,횟감",3.63 
2015-12-28,수산물,대만,일본,판매용,어류,참치 새치류 ,황새치,"냉동,필렛(F),횟감",13.27 
2015-12-28,수산물,대만,대만,판매용,어류,틸라피아(역돔),틸라피아,"냉동,포장횟감,필렛(F)",9.32 
2015-12-28,수산물,대만,대만,판매용,어류,참치 새치류 ,황새치,냉동,4.98 
2015-12-28,수산물,대만,대만,판매용,어류,꽁치 학꽁치,꽁치,냉동,0.81 
2015-12-28,수산물,대만,대만,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.99 
2015-12-28,수산물,대만,대만,외화획득용 원료,어류,참치 새치류 ,기름치,냉동,3.50 
2015-12-28,수산물,미국,캐나다,판매용,갑각류,가재 랍스타,바다가재,활,19.16 
2015-12-28,수산물,미국,중국,판매용,어류,가자미,까지가자미,냉동,2.10 
2015-12-28,수산물,미국,미국,판매용,어류,홍어,홍어,냉동,7.52 
2015-12-28,수산물,미국,미국,판매용,어류,장어,먹장어,활,9.16 
2015-12-28,수산물,미국,미국,판매용,어류,가자미,까지가자미,냉동,1.24 
2015-12-28,수산물,미국,베트남,판매용,어류,명태,명태,"냉동,창난",1.00 
2015-12-28,수산물,베트남,베트남,판매용,갑각류,새우,홍다리얼룩새우,"냉동,살,포장횟감",13.14 
2015-12-28,수산물,베트남,베트남,판매용,연체류 해물모듬,쭈꾸미,주꾸미,"냉동,자숙,포장횟감",12.64 
2015-12-28,수산물,베트남,베트남,판매용,연체류 해물모듬,오징어,화살오징어,건조,23.89 
2015-12-28,수산물,베트남,베트남,판매용,연체류 해물모듬,오징어,화살오징어,"냉동,다리,포장횟감",8.93 
2015-12-28,수산물,남아프리카 공화국,남아프리카 공화국,판매용,어류,상어 고래,청상아리,냉동,2.07 
2015-12-28,수산물,칠레,칠레,판매용,어류,연어,대서양연어,냉동,4.80 
2015-12-28,수산물,중국,중국,판매용,어류,민물붕어,붕어,활,2.97 
2015-12-28,수산물,중국,중국,판매용,어류,도미 감성돔 돔류,감성돔,활,12.00 
2015-12-28,수산물,중국,중국,판매용,어류,복어,자주복,활,19.00 
2015-12-28,수산물,중국,중국,판매용,갑각류,게,꽃게,냉동,3.58 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,꼬막,꼬막,활,1.40 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,재첩,재첩,활,0.36 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,"냉동,살,자숙",2.24 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,피조개,활,1.00 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,고동,피뿔고둥,활,3.00 
2015-12-28,수산물,기니,기니,판매용,어류,서대 박대 페루다,서대,냉동,2.76 
2015-12-28,수산물,인도,인도,판매용,어류,능성어 붉바리 바리,능성어,냉동,1.77 
2015-12-28,수산물,일본,일본,판매용,어류,준치,준치,냉장,3.13 
2015-12-28,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,참돔,활,6.60 
2015-12-28,수산물,말레이시아,말레이시아,판매용,갑각류,새우,홍다리얼룩새우,냉동,8.54 
2015-12-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",12.94 
2015-12-28,수산물,노르웨이,노르웨이,판매용,갑각류,게,왕게,활,29.47 
2015-12-28,수산물,필리핀,필리핀,판매용,패류 멍게류,해삼,해삼,"건조,자숙",90.53 
2015-12-28,수산물,포르투갈,스페인,판매용,어류,우럭 볼락,장문볼락,냉동,2.26 
2015-12-28,수산물,러시아,중국,판매용,어류,명태,명태,건조,7.82 
2015-12-28,수산물,러시아,중국,판매용,어류,가자미,각시가자미,냉동,2.04 
2015-12-28,수산물,러시아,일본,판매용,갑각류,게,왕게,활,28.97 
2015-12-28,수산물,러시아,러시아,판매용,어류,가자미,가자미,냉동,0.94 
2015-12-28,수산물,러시아,러시아,판매용,갑각류,게,털게,활,22.23 
2015-12-28,수산물,사우디아라비아,사우디아라비아,판매용,갑각류,새우,흰다리새우,냉동,6.02 
2015-12-28,수산물,태국,태국,판매용,젓갈류 해조류 해파리,해파리,해파리,염장,2.03 
2015-12-28,수산물,대만,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,목살",4.04 
2015-12-28,수산물,미국,중국,판매용,어류,가자미,각시가자미,냉동,2.05 
2015-12-28,수산물,베트남,베트남,판매용,어류,가오리,가오리,냉동,3.25 
2015-12-28,수산물,베트남,베트남,판매용,갑각류,새우,홍다리얼룩새우,"냉동,살",10.99 
2015-12-28,수산물,베트남,베트남,자사제품제조용,갑각류,새우,새우,"냉동,살",6.22 
2015-12-28,수산물,중국,중국,판매용,어류,복어,민밀복,냉동,2.76 
2015-12-28,수산물,중국,중국,판매용,갑각류,새우,젓새우,염장,0.88 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,홍합,홍합,"냉동,살,자숙",1.72 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,"백합,MERCENARIA MERCENARIA",활,0.76 
2015-12-28,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.79 
2015-12-28,수산물,일본,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",11.86 
2015-12-28,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,참돔,냉장,5.29 
2015-12-28,수산물,뉴질랜드,뉴질랜드,판매용,알 곤이류,호키(새꼬리민태)알,새꼬리민태알,"냉동,알",3.19 
2015-12-28,수산물,뉴질랜드,뉴질랜드,판매용,패류 멍게류,홍합,홍합,"냉동,자숙,한쪽껍질붙은",6.12 
2015-12-28,수산물,페루,페루,판매용,어류,장어,붕장어,"냉동,필렛(F)",5.85 
2015-12-28,수산물,파키스탄,파키스탄,판매용,어류,갈치,갈치,냉동,3.84 
2015-12-28,수산물,러시아,러시아,외화획득용 원료,어류,우럭 볼락,장문볼락,냉동,2.73 
2015-12-28,수산물,세네갈,세네갈,판매용,어류,갈치,갈치,냉동,3.43 
2015-12-28,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙,포장횟감",19.65 
2015-12-28,수산물,태국,태국,판매용,갑각류,새우,홍다리얼룩새우,냉장,13.73 
2015-12-28,수산물,미국,미국,판매용,어류,명태,명태,냉동,1.34 
2015-12-28,수산물,베트남,베트남,판매용,어류,밴댕이,밴댕이,건조,4.00 
2015-12-28,수산물,베트남,베트남,판매용,연체류 해물모듬,갑오징어,갑오징어,"냉동,동체",7.04 
2015-12-28,수산물,아랍에미리트,아랍에미리트,판매용,어류,갈치,갈치,냉장,5.81 
2015-12-28,수산물,캐나다,캐나다,판매용,알 곤이류,성게알,성게알,"냉장,횟감",88.46 
2015-12-28,수산물,중국,중국,판매용,어류,메기 동자개,동자개,활,5.91 
2015-12-28,수산물,중국,중국,판매용,어류,홍어,홍어,냉장,7.47 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,가리비,가리비,활,4.03 
2015-12-28,수산물,에콰도르,에콰도르,판매용,갑각류,새우,흰다리새우,냉동,8.28 
2015-12-28,수산물,인도네시아,인도네시아,자사제품제조용,젓갈류 해조류 해파리,해초,코토니,건조,0.73 
2015-12-28,수산물,일본,일본,판매용,어류,병어,병어,냉장,14.03 
2015-12-28,수산물,일본,일본,판매용,어류,장어,먹장어,활,7.55 
2015-12-28,수산물,일본,일본,판매용,패류 멍게류,꼬막,꼬막,활,2.46 
2015-12-28,수산물,말레이시아,말레이시아,판매용,갑각류,새우,흰다리새우,냉동,6.17 
2015-12-28,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.23 
2015-12-28,수산물,러시아,러시아,자사제품제조용,갑각류,게,왕게,냉장,3.00 
2015-12-28,수산물,시에라리온,시에라리온,판매용,어류,서대 박대 페루다,서대,냉동,1.49 
2015-12-28,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,포장횟감",12.90 
2015-12-28,수산물,베트남,베트남,판매용,연체류 해물모듬,오징어,화살오징어,"냉동,슬라이스(S),포장횟감",11.72 
2015-12-28,수산물,중국,중국,판매용,어류,잉어,이스라엘잉어,활,2.82 
2015-12-28,수산물,기니,기니,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,2.51 
2015-12-28,수산물,인도네시아,인도네시아,자사제품제조용,젓갈류 해조류 해파리,해초,스피노잠,건조,0.33 
2015-12-28,수산물,일본,일본,판매용,패류 멍게류,꼬막,새꼬막,활,1.63 
2015-12-28,수산물,모로코,모로코,판매용,어류,갈치,갈치,냉동,2.71 
2015-12-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",19.15 
2015-12-28,수산물,러시아,러시아,판매용,어류,명태,명태,냉동,0.98 
2015-12-28,수산물,시에라리온,시에라리온,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,2.54 
2015-12-28,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,냉장,9.13 
2015-12-28,수산물,태국,태국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,5.05 
2015-12-28,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙,포장횟감",15.68 
2015-12-28,수산물,베트남,베트남,판매용,갑각류,새우,홍다리얼룩새우,냉동,11.07 
2015-12-28,수산물,중국,중국,판매용,어류,농어,농어,활,7.89 
2015-12-28,수산물,중국,중국,판매용,어류,아귀,아귀,냉장,2.20 
2015-12-28,수산물,중국,중국,판매용,갑각류,새우,새우,건조,5.87 
2015-12-28,수산물,중국,중국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉장,3.14 
2015-12-28,수산물,기니,기니,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,2.24 
2015-12-28,수산물,일본,일본,판매용,어류,방어,방어,활,6.68 
2015-12-28,수산물,노르웨이,네덜란드,판매용,어류,고등어,고등어,냉동,1.67 
2015-12-28,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",5.48 
2015-12-28,수산물,시에라리온,시에라리온,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,3.11 
2015-12-28,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,냉동,6.48 
2015-12-28,수산물,중국,중국,판매용,어류,복어,흑밀복,냉동,1.28 
2015-12-28,수산물,중국,중국,판매용,어류,민어 점성어,홍민어,활,4.79 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,북방대합,활,4.50 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,백합,활,1.55 
2015-12-28,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,황돔,냉장,5.33 
2015-12-28,수산물,아르헨티나,아르헨티나,판매용,어류,가오리,가오리,냉동,3.19 
2015-12-28,수산물,중국,중국,판매용,어류,미꾸라지,미꾸라지,활,5.09 
2015-12-28,수산물,중국,중국,판매용,어류,갈치,갈치,냉동,5.98 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개,가무락조개,활,1.60 
2015-12-28,수산물,중국,홍콩,판매용,어류,부세,부세,냉동,4.48 
2015-12-28,수산물,러시아,러시아,외화획득용 원료,어류,줄비늘치,줄비늘치,냉동,1.61 
2015-12-28,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",7.42 
2015-12-28,수산물,베트남,베트남,판매용,연체류 해물모듬,낙지,낙지,냉동,4.87 
2015-12-28,수산물,아르헨티나,아르헨티나,판매용,어류,홍어,홍어,냉동,2.93 
2015-12-28,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",0.97 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,꼬막,새꼬막,활,1.49 
2015-12-28,수산물,일본,일본,판매용,어류,홍어,홍어,냉장,4.08 
2015-12-28,수산물,태국,태국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉장,5.90 
2015-12-28,수산물,노르웨이,노르웨이,판매용,어류,고등어,고등어,냉동,1.54 
2015-12-28,수산물,베트남,베트남,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,3.86 
2015-12-28,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.76 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,개불,개불,활,5.95 
2015-12-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",12.08 
2015-12-28,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.96 
2015-12-28,수산물,미국,미국,판매용,어류,가자미,각시가자미,냉동,2.10 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,비단조개,활,2.48 
2015-12-28,수산물,러시아,러시아,판매용,갑각류,게,대게,활,21.52 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,깜장북방대합,활,1.32 
2015-12-28,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.43 
2015-12-28,수산물,중국,중국,판매용,어류,조기 보구치 강다리 ,참조기,냉동,5.37 
2015-12-28,수산물,중국,중국,판매용,갑각류,게,꽃게,"냉동,절단",3.32 
2015-12-28,수산물,미국,미국,판매용,알 곤이류,명란(명태알),명태알,"냉동,알",2.10 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,비너스백합,활,1.28 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,민들조개,활,1.20 
2015-12-28,수산물,러시아,중국,판매용,어류,명태,명태,"냉동,필렛(F)",2.64 
2015-12-28,수산물,일본,일본,판매용,어류,명태,명태,냉장,2.41 
2015-12-28,수산물,일본,일본,판매용,패류 멍게류,가리비,가리비,활,4.17 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개,개조개,활,1.32 
2015-12-28,수산물,러시아,러시아,판매용,갑각류,게,왕게,활,23.94 
2015-12-28,수산물,일본,일본,판매용,어류,갈치,갈치,냉장,8.20 
2015-12-28,수산물,일본,일본,판매용,패류 멍게류,멍게,멍게,활,2.50 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,주름백합,활,1.27 
2015-12-28,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살",8.40 
2015-12-28,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,냉장,5.20 
2015-12-28,수산물,중국,중국,판매용,어류,아귀,아귀,냉동,2.71 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,아담스백합,활,0.80 
2015-12-28,수산물,미국,미국,판매용,갑각류,가재 랍스타,바다가재,활,17.31 
2015-12-28,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,냉동,3.79 
2015-12-28,수산물,베트남,베트남,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,4.17 
2015-12-28,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,활,9.66 
2015-12-28,수산물,캐나다,캐나다,판매용,갑각류,가재 랍스타,바다가재,활,19.98 
2015-12-28,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,활,0.92 
2015-12-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,8.84 
2016-01-04,수산물,아랍에미리트,아랍에미리트,판매용,어류,갈치,갈치,냉장,5.25 
2016-01-04,수산물,바레인,바레인,판매용,갑각류,게,꽃게,냉동,3.12 
2016-01-04,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.20 
2016-01-04,수산물,캐나다,캐나다,자사제품제조용,어류,장어,먹장어,냉동,2.70 
2016-01-04,수산물,칠레,칠레,판매용,어류,연어,은연어,"냉동,필렛(F)",9.40 
2016-01-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",0.95 
2016-01-04,수산물,중국,중국,판매용,어류,민물붕어,붕어,활,3.03 
2016-01-04,수산물,중국,중국,판매용,어류,장어,뱀장어,활,13.48 
2016-01-04,수산물,중국,중국,판매용,어류,대구,대구,냉장,2.09 
2016-01-04,수산물,중국,중국,판매용,어류,민어 점성어,민어,냉동,3.28 
2016-01-04,수산물,중국,중국,판매용,어류,서대 박대 페루다,서대,냉동,5.18 
2016-01-04,수산물,중국,중국,판매용,어류,도미 감성돔 돔류,참돔,활,6.60 
2016-01-04,수산물,중국,중국,판매용,어류,옥돔,옥두어,냉동,3.68 
2016-01-04,수산물,중국,중국,판매용,어류,복어,까치복,냉동,1.00 
2016-01-04,수산물,중국,중국,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",8.20 
2016-01-04,수산물,중국,중국,판매용,갑각류,게,민꽃게,냉동,3.60 
2016-01-04,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,아담스백합,활,0.80 
2016-01-04,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,깜장북방대합,활,1.20 
2016-01-04,수산물,중국,중국,판매용,패류 멍게류,조개,가무락조개,활,1.45 
2016-01-04,수산물,중국,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",13.19 
2016-01-04,수산물,중국,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,목살",4.54 
2016-01-04,수산물,기니,기니,판매용,어류,갈치,갈치,냉동,2.22 
2016-01-04,수산물,인도네시아,인도네시아,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,3.88 
2016-01-04,수산물,아일랜드,아일랜드,자사제품제조용,패류 멍게류,골뱅이,골뱅이,"냉동,살,자숙",12.81 
2016-01-04,수산물,인도,인도,판매용,갑각류,새우,흰다리새우,냉동,9.06 
2016-01-04,수산물,인도,인도,판매용,갑각류,새우,민물새우,냉동,1.93 
2016-01-04,수산물,일본,일본,판매용,어류,준치,준치,냉장,3.05 
2016-01-04,수산물,일본,일본,판매용,어류,홍어,홍어,냉장,1.39 
2016-01-04,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,참돔,냉장,6.77 
2016-01-04,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,황돔,냉동,5.30 
2016-01-04,수산물,일본,일본,판매용,어류,상어 고래,청상아리,"냉동,필렛(F)",5.94 
2016-01-04,수산물,일본,일본,판매용,패류 멍게류,꼬막,꼬막,활,2.43 
2016-01-04,수산물,대한민국,북한,판매용,젓갈류 해조류 해파리,미역,미역,염장,0.91 
2016-01-04,수산물,말레이시아,말레이시아,판매용,갑각류,새우,흰다리새우,냉동,7.19 
2016-01-04,수산물,말레이시아,말레이시아,판매용,갑각류,새우,홍다리얼룩새우,냉동,7.81 
2016-01-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,8.97 
2016-01-04,수산물,뉴질랜드,뉴질랜드,판매용,패류 멍게류,홍합,홍합,"냉동,살,자숙",6.50 
2016-01-04,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.60 
2016-01-04,수산물,파키스탄,파키스탄,판매용,어류,갈치,갈치,냉동,3.58 
2016-01-04,수산물,파키스탄,파키스탄,판매용,갑각류,게,게,냉동,2.60 
2016-01-04,수산물,파키스탄,파키스탄,판매용,갑각류,게,게,"냉동,절단",2.52 
2016-01-04,수산물,러시아,중국,판매용,어류,명태,명태,건조,9.00 
2016-01-04,수산물,러시아,중국,판매용,어류,가자미,까지가자미,냉동,2.25 
2016-01-04,수산물,러시아,러시아,판매용,어류,대구,대구,냉동,1.33 
2016-01-04,수산물,러시아,러시아,판매용,어류,대구,대구,"냉동,곤이",2.00 
2016-01-04,수산물,러시아,러시아,판매용,어류,대구,대구,"냉동,머리",2.10 
2016-01-04,수산물,러시아,러시아,판매용,어류,명태,명태,냉동,0.86 
2016-01-04,수산물,러시아,러시아,판매용,어류,명태,명태,"냉동,필렛(F)",2.50 
2016-01-04,수산물,러시아,러시아,판매용,어류,명태,명태,"냉동,곤이",2.04 
2016-01-04,수산물,러시아,러시아,판매용,어류,임연수,임연수어,냉동,2.30 
2016-01-04,수산물,러시아,러시아,판매용,갑각류,게,왕게,냉장,4.38 
2016-01-04,수산물,러시아,러시아,외화획득용 원료,어류,대구,대구,냉동,3.19 
2016-01-04,수산물,사우디아라비아,사우디아라비아,판매용,갑각류,새우,흰다리새우,냉동,5.70 
2016-01-04,수산물,시에라리온,시에라리온,판매용,어류,서대 박대 페루다,서대,냉동,2.05 
2016-01-04,수산물,세네갈,세네갈,판매용,어류,갈치,갈치,냉동,3.27 
2016-01-04,수산물,세네갈,세네갈,판매용,패류 멍게류,고동,피뿔고둥,"냉동,살,자숙",5.39 
2016-01-04,수산물,태국,태국,판매용,연체류 해물모듬,낙지,낙지,냉동,4.50 
2016-01-04,수산물,태국,태국,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,5.80 
2016-01-04,수산물,태국,태국,판매용,연체류 해물모듬,오징어,화살오징어,"냉동,슬라이스(S),포장횟감",13.98 
2016-01-04,수산물,태국,태국,판매용,연체류 해물모듬,해물모둠,해물혼합,냉동,11.80 
2016-01-04,수산물,태국,태국,판매용,기타 수입식품,자라,식용자라,활,10.09 
2016-01-04,수산물,튀니지,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,목살",19.66 
2016-01-04,수산물,터키,터키,판매용,패류 멍게류,고동,피뿔고둥,"냉동,살,자숙",7.14 
2016-01-04,수산물,대만,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",13.42 
2016-01-04,수산물,대만,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,목살",4.29 
2016-01-04,수산물,대만,대만,판매용,어류,틸라피아(역돔),틸라피아,"냉동,포장횟감,필렛(F)",9.25 
2016-01-04,수산물,대만,대만,판매용,어류,상어 고래,흑기흉상어,냉동,3.21 
2016-01-04,수산물,대만,대만,판매용,어류,상어 고래,청상아리,냉동,2.78 
2016-01-04,수산물,미국,캐나다,판매용,갑각류,가재 랍스타,바다가재,활,19.23 
2016-01-04,수산물,미국,중국,판매용,어류,가자미,까지가자미,냉동,2.18 
2016-01-04,수산물,미국,미국,판매용,어류,명태,명태,냉동,1.28 
2016-01-04,수산물,미국,미국,판매용,어류,아귀,아귀,냉동,5.12 
2016-01-04,수산물,미국,미국,판매용,어류,가자미,까지가자미,냉동,1.23 
2016-01-04,수산물,미국,미국,판매용,패류 멍게류,해삼,해삼,"건조,자숙",125.22 
2016-01-04,수산물,베트남,베트남,판매용,어류,팡가시우스(홍메기),PANGASIUS메기,"냉동,포장횟감,필렛(F)",3.93 
2016-01-04,수산물,베트남,베트남,판매용,어류,보리멸,보리멸,"냉동,포장횟감,필렛(F)",12.37 
2016-01-04,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,포장횟감",10.86 
2016-01-04,수산물,베트남,베트남,판매용,갑각류,새우,홍다리얼룩새우,냉동,10.08 
2016-01-04,수산물,베트남,베트남,판매용,갑각류,새우,홍다리얼룩새우,"냉동,살",8.69 
2016-01-04,수산물,베트남,베트남,판매용,갑각류,새우,홍다리얼룩새우,"냉동,살,포장횟감",12.24 
2016-01-04,수산물,베트남,베트남,판매용,패류 멍게류,조개 백합 대합,피조개,"냉동,살",5.73 
2016-01-04,수산물,베트남,베트남,판매용,연체류 해물모듬,쭈꾸미,주꾸미,"냉동,자숙,포장횟감",12.60 
