reg_date,n_p,manu_p,sale_p,cold_p,"cold,pack,f_p",cold_c,n_manu_p,n_sale_p,n_cold_p,"n_cold,pack,f_p","n_cold,f_p","n_manu_cold,pack,f_p","n_manu_cold,f_p",n_sale_cold_p,"n_sale_cold,f,h_p",chile_sale_cold_p,aus_sale_cold_p,"n_manu_cold,pack,f_p",chile_sale_cold_p,aus_sale_cold_c,sale_cold_p,sale_cold_c,oil_p,month_mean,p_price
2016-11-14,15.5237243,12.73412087,14.57856894,10.56597109,27.05101093,4,12.73412087,16.91852602,11.23328739,27.05101093,13.91718,0,14.18135699,11.17969004,15.7904001,0,0,0,0,0,10.32566654,3,42.33,13.75146674,14.11745692
2016-11-21,15.61913628,12.42230668,14.82115278,10.47382404,28.32813607,4,12.42230668,17.21755109,10.91929193,28.32813607,14.1063791,0,13.82505321,10.81902371,15.3353396,0,0,0,0,0,10.29191201,3,44.15,13.75146674,14.22144125
2016-11-28,15.30633157,12.45073022,15.47173433,10.45236273,26.47713777,3,12.45073022,16.73413225,10.46747277,26.47713777,14.66506525,0,14.33102669,10.36451178,15.09577563,0,0,0,0,0,10.39332723,2,44.02,13.75146674,14.6085903
2016-12-05,15.77746042,12.44181976,16.05557796,10.73224512,27.05387367,3,12.44181976,17.44528075,10.84998427,27.05387367,15.18621012,0,14.10530994,10.92163896,15.53850006,0,0,0,0,0,10.7092029,2,51.51,14.65093357,15.02307562
2016-12-12,16.2355736,12.88512696,16.48895864,11.24163625,27.06595645,3,12.88512696,17.91079692,11.46165163,27.06595645,15.52715745,0,14.17909295,11.33214229,16.36986699,0,0,0,0,0,11.0668739,2,52.26,14.65093357,15.45929244
2016-12-19,15.56374685,13.5819162,15.43698903,11.93444331,19.4208906,3,13.5819162,16.55466217,12.41851674,19.4208906,15.94086816,0,14.73769286,12.41089394,17.24282069,0,0,0,0,0,11.68859519,2,51.81,14.65093357,14.90696822
2016-12-26,17.10113336,13.82517269,16.45106787,12.50118107,27.21193093,4,13.82517269,18.73911369,13.1273859,27.21193093,16.10051568,0,14.56720721,13.17163363,16.93906604,0,0,0,0,0,12.30719537,3,51.96,14.65093357,15.79459408
2017-01-01,17.20103183,14.05851267,17.31435905,12.54687753,27.53406248,3,14.05851267,18.77229141,13.0790015,27.53406248,15.93058957,0,14.98310611,13.02408376,17.65294638,0,0,0,0,0,12.25335669,2,52.1,14.955954,16.38411723
2017-01-06,17.13717931,14.05217301,16.3720215,12.09269763,28.06831208,4,14.05217301,18.67968247,12.42869568,28.06831208,16.32632882,0,15.59377411,12.34681945,17.24471481,0,0,0,0,0,11.9534062,3,54.82,14.955954,15.79205938
2017-01-16,16.9245123,14.27734708,16.89379809,11.86249393,28.22608884,3,14.27734708,18.24809492,12.05543551,28.22608884,16.1763388,0,16.33092571,11.88710258,16.85743635,0,0,0,0,0,11.68185668,2,53.72,14.955954,16.14624065
2017-01-23,16.67575272,14.23089369,17.89818224,11.7010159,28.06636358,2,14.23089369,17.89818224,11.7010159,28.06636358,15.86810203,0,16.66021197,11.60045638,16.84991689,0,0,0,0,0,11.60045638,1,53.64,14.955954,16.67575272
2017-01-30,14.96686433,13.45597336,15.72230982,10.91868428,21.36416647,2,13.45597336,15.72230982,10.91868428,21.36416647,15.52965831,0,15.95550957,10.8809314,15.54033436,0,0,0,0,0,10.8809314,1,53.74,14.955954,14.96686433
2017-02-06,14.52445054,13.28680615,15.14327274,10.41574937,19.84837185,2,13.28680615,15.14327274,10.41574937,19.84837185,15.58341633,0,16.16637421,10.42426065,15.3,0,0,0,0,0,10.42426065,1,54.25,14.39166667,14.52445054
2017-02-13,15.94960428,13.05882477,17.39499403,10.18771977,28.17019953,2,13.05882477,17.39499403,10.18771977,28.17019953,15.97219002,0,15.92164848,10.17943849,15.20760655,0,0,0,0,0,10.17943849,1,54.03,14.39166667,15.94960428
2017-02-20,15.73712394,13.00619721,15.86793811,10.28838546,28.1259683,3,13.00619721,17.10258731,9.967907536,28.1259683,15.64411596,0,16.02589659,9.949317235,15.07272837,0,0,0,0,0,10.43932928,2,54.22,14.39166667,15.05029785
2017-02-27,15.44770409,12.82440612,15.69563787,10.22757635,28.11845081,3,12.82440612,16.75935307,9.620975982,28.11845081,15.33423553,0,16.01321503,9.606354756,14.65735068,0,0,0,0,0,10.52356592,2,54.43,14.39166667,14.87528594
2017-03-06,15.19682155,12.63885479,14.48076278,9.820686629,28.18054745,4,12.63885479,16.47580492,9.150694753,28.18054745,15.34974789,0,16.00385337,9.027533296,13.99949655,0,0,0,0,0,10.00296344,3,54.32,14.78056406,14.02028579
2017-03-13,15.25624145,12.41632204,15.54096092,9.748010487,28.44149947,3,12.41632204,16.67620115,9.122015731,28.44149947,15.25392382,0,15.71323479,9.124622179,14.34407013,0,0,0,0,0,10.06231109,2,51.35,14.78056406,14.64820696
2017-03-20,15.02573555,12.69616559,16.19052052,9.483891577,25.921013,2,12.69616559,16.19052052,9.483891577,25.921013,15.29325244,0,15.8575266,9.432978569,14.67911226,0,0,0,0,0,9.432978569,1,51.32,14.78056406,15.02573555
2017-03-27,15.40224135,12.94375835,15.29353362,9.647772922,28.22057004,3,12.94375835,16.63148285,9.500791036,28.22057004,15.19564799,0,16.34055622,9.454621585,14.8,0,0,0,0,0,9.69817914,2,51.01,14.78056406,14.62216926
2017-04-03,15.25948644,12.72554042,16.52645945,9.435725153,28.25219323,2,12.72554042,16.52645945,9.435725153,28.25219323,14.87512508,0,16.00906127,9.429430738,14.68302495,0,0,0,0,0,9.429430738,1,51.35,14.86277705,15.25948644
2017-04-10,15.31276439,12.78694427,16.57567445,9.553214694,28.31133904,2,12.78694427,16.57567445,9.553214694,28.31133904,14.89848134,0,15.99328347,9.525824324,14.66185522,0,0,0,0,0,9.525824324,1,53.83,14.86277705,15.31276439
2017-04-17,15.71807434,15.86596107,15.68110265,9.668584117,24.34177713,1,15.86596107,15.68110265,9.668584117,24.34177713,14.87291119,0,15.86596107,9.668584117,14.83418806,0,0,0,0,0,9.668584117,1,53.43,14.86277705,15.71807434
2017-04-24,16.53840569,16.2008193,15.26752162,9.742072165,28.13627658,2,16.2008193,16.62280228,9.637745349,28.13627658,15.05868492,0,16.2008193,9.637745349,14.80063668,0,0,0,0,0,9.742072165,2,52.31,14.86277705,15.42307124
2017-05-01,15.4231084,12.96060677,16.65435922,9.340602192,28.59471366,2,12.96060677,16.65435922,9.340602192,28.59471366,15.03788909,0,16.72727272,9.487263562,15.18695418,0,0,0,0,0,9.487263562,1,50.69,14.71583875,15.4231084
2017-05-08,15.67994947,12.97951205,15.66793845,10.16280024,28.4303932,3,12.97951205,17.03016818,10.13469058,28.4303932,14.7460607,0,16.00577272,10.31612977,15.88780106,0,0,0,0,0,10.26757467,2,48.54,14.71583875,14.89981662
2017-05-15,15.45848844,13.35038533,15.33306102,10.76413675,28.36525098,3,13.35038533,16.51254,10.83863256,28.36525098,13.06030852,0,15.98171343,10.95820788,16.58779752,0,0,0,0,0,10.78667651,2,50.04,14.71583875,14.76658226
2017-05-22,15.93880371,13.67111173,15.75735959,10.99707068,28.01519277,3,13.67111173,17.07264971,11.24750647,28.01519277,13.92149532,0,16.31765737,11.47044685,17.27962595,0,0,0,0,0,10.98332298,2,50.93,14.71583875,15.16128877
2017-05-29,16.1659512,13.32440072,16.32624214,10.97631114,28.25853465,3,13.32440072,17.58672643,10.82231423,28.25853465,14.82623882,0,16.07371756,11.06954458,17.44006642,0,0,0,0,0,11.17692476,2,50.59,14.71583875,15.46857316
2017-06-05,16.05232204,13.16588088,16.05660757,10.39771087,29.06647193,3,13.16588088,17.49554263,10.44613262,29.06647193,14.81213601,0,15.92427367,10.48477714,16.73092309,0,0,0,0,0,10.39282226,2,48.25,14.82230442,15.23068566
2017-06-12,16.24755679,13.4055916,16.27865039,10.63980462,29.56763185,3,13.4055916,17.66853939,10.60015972,29.56763185,15.02073672,0,16.34147237,10.7306086,16.67591603,0,0,0,0,0,10.72485152,2,47.48,14.82230442,15.45777645
2017-06-19,16.09936651,13.29204026,16.63804303,11.4137739,29.19522568,3,13.29204026,17.50302963,10.53161253,29.19522568,14.89756884,0,16.12786571,10.60701025,16.5426106,0,0,0,0,0,11.89255345,2,46.55,14.82230442,15.68204224
2017-06-26,17.46416305,15.95725758,16.29116529,11.08263132,29.05609455,2,15.95725758,17.84088941,12.07299384,29.05609455,14.79586342,0,15.95725758,12.07299384,16.6,0,0,0,0,0,11.08263132,2,46.25,14.82230442,16.23551401
2017-07-03,16.80155378,13.42076867,16.50453415,10.01976457,32.80602554,3,13.42076867,18.49194633,10.75220415,32.80602554,14.99064571,0,16.37271717,11.03558814,16.51759741,0,0,0,0,0,9.795236772,2,48.54,14.63846877,15.62345829
2017-07-10,16.10214548,13.27088597,14.84829477,10.03718279,29.54859871,4,13.27088597,17.51777523,10.56503173,29.54859871,14.80023759,0,16.01737558,10.60566709,16.33373551,0,0,0,0,0,9.874778258,3,46.03,14.63846877,14.45394257
2017-07-17,16.19636032,13.44691216,15.12478983,10.53102434,29.34190722,4,13.44691216,17.57108439,10.82984796,29.34190722,14.96616815,0,15.99328347,10.75915508,16.24422244,0,0,0,0,0,10.40785217,3,46.98,14.63846877,14.70532041
2017-07-24,16.14079041,13.64862305,15.96723659,10.81610819,29.69538718,3,13.64862305,17.38687409,11.07981898,29.69538718,14.3639511,0,16.12484726,10.98723913,16.26181512,0,0,0,0,0,10.63796287,2,47.11,14.63846877,15.30477558
2017-07-31,15.96152114,13.33252273,14.79896785,10.41001334,29.35988075,4,13.33252273,17.27602035,10.97516383,29.35988075,14.27302816,0,15.81120191,11.0964841,15.91286213,0,0,0,0,0,10.26206993,3,47.57,14.63846877,14.43235657
2017-08-07,15.91762847,13.36392627,17.19447956,10.8070016,29.80138562,2,13.36392627,17.19447956,10.8070016,29.80138562,14.29519099,0,16.10889787,10.99504852,15.5,0,0,0,0,0,10.99504852,1,51,14.40944084,15.91762847
2017-08-14,15.921984,13.09895586,14.90833506,10.2915389,30.14151086,4,13.09895586,17.33349808,10.52506877,30.14151086,14.59049527,0,15.80770451,10.65993033,15.15926509,0,0,0,0,0,10.25864946,3,49.85,14.40944084,14.45599026
2017-08-21,15.54923092,12.68701433,15.50580412,9.935656579,29.47551376,3,12.68701433,16.98033922,10.09965301,29.47551376,14.46028288,0,15.51849318,10.34377054,14.7,0,0,0,0,0,9.975717126,2,50.09,14.40944084,14.70043561
2017-08-28,16.04459787,13.57550034,15.68919966,10.0914584,30.32574613,3,13.57550034,17.27914663,10.47248172,30.32574613,15.14843882,0,16.69509135,10.48905409,14.7,0,0,0,0,0,9.909232928,2,50.24,14.40944084,15.08528557
2017-09-04,15.73533258,13.30856457,15.36249055,10.33717032,29.05227273,3,13.30856457,16.94871658,10.99696228,29.05227273,14.31381639,0,15.34281752,10.71961293,14.73816539,0,0,0,0,0,9.868599673,2,51.49,14.18596372,14.77565455
2017-09-11,15.86693788,13.64875372,16.97602996,11.03870933,30.17314488,2,13.64875372,16.97602996,11.03870933,30.17314488,14.72303948,0,15.93786572,10.71777695,13.50498476,0,0,0,0,0,10.71777695,1,52.35,14.18596372,15.86693788
2017-09-18,15.64575149,13.08812694,15.52938637,10.08296885,29.7327888,3,13.08812694,16.92456376,10.15011486,29.7327888,14.6707452,0,16.16309257,10.2870684,14.5,0,0,0,0,0,10.11787261,2,53.25,14.18596372,14.83188368
2017-09-25,15.7667921,12.86191648,15.92996202,10.48417192,30.55732802,3,12.86191648,17.21922991,10.33981264,30.55732802,14.29611669,0,15.52054914,10.47634145,14.77156593,0,0,0,0,0,10.62461597,2,53.92,14.18596372,15.05337758
2017-10-02,13.48987492,15.4351422,12.51724128,10.4696055,0,1,15.4351422,12.51724128,10.4696055,0,15.00000963,0,15.4351422,10.4696055,0,0,0,0,0,0,10.4696055,1,54.72,14.18298344,13.48987492
2017-10-09,15.56006545,12.73711949,16.97153843,9.667865129,29.2934947,2,12.73711949,16.97153843,9.667865129,29.2934947,15.07685356,0,15.83696291,9.698454189,14.57746063,0,0,0,0,0,9.698454189,1,54.1,14.18298344,15.56006545
2017-10-16,15.625174,12.3591167,17.25820265,9.503982981,30.68713204,2,12.3591167,17.25820265,9.503982981,30.68713204,14.6852558,0,15.32444217,9.614174734,14.68543442,0,0,0,0,0,9.614174734,1,55.34,14.18298344,15.625174
2017-10-23,15.40807626,12.64831414,15.25041436,9.503656263,28.53571429,3,12.64831414,16.78795732,9.705363134,28.53571429,14.91265994,0,15.60561275,9.71971073,14.67669714,0,0,0,0,0,9.409976626,2,55.14,14.18298344,14.50695716
2017-10-30,14.9085428,11.96331287,16.38115776,8.947105835,28.24456522,2,11.96331287,16.38115776,8.947105835,28.24456522,14.5145051,0,14.99877978,8.966365701,14.2834697,0,0,0,0,0,8.966365701,1,55.54,14.18298344,14.9085428
2017-11-06,14.5935669,11.62006402,16.08031834,8.225114662,29.22195986,2,11.62006402,16.08031834,8.225114662,29.22195986,14.38832971,0,14.94284296,8.152944248,13.11255281,0,0,0,0,0,8.152944248,1,61.83,13.75146674,14.5935669
2017-11-13,14.30385215,11.32005255,14.34864027,8.385728266,29.61354582,3,11.32005255,15.79575195,8.298495605,29.61354582,12.97408681,0,14.46321399,8.420100106,13.66440223,0,0,0,0,0,8.490146847,2,61.18,13.75146674,13.4833295
2017-11-20,14.28172573,11.98172585,15.43172567,8.470118584,29.63865546,2,11.98172585,15.43172567,8.470118584,29.63865546,13.30129677,0,15.3589048,8.335690275,12.50886819,0,0,0,0,0,8.335690275,1,60.55,13.75146674,14.28172573
2017-11-27,14.24334414,11.77144952,14.06577906,7.869816456,29.35416667,3,11.77144952,15.47929145,7.598859932,29.35416667,14.89615991,0,15.97649329,7.631314109,11.11585848,0,0,0,0,0,8.021521806,2,60.88,13.75146674,13.41025633
2017-12-04,14.30900572,11.54953772,15.68873973,8.123678414,29.37599094,2,11.54953772,15.68873973,8.123678414,29.37599094,14.42848235,0,14.93854843,8.086829819,11.37372189,0,0,0,0,0,8.086829819,1,60.02,14.65093357,14.30900572
2017-12-11,15.15469233,11.90963816,16.77721942,8.493557709,33.61023143,2,11.90963816,16.77721942,8.493557709,33.61023143,14.39042748,0,15.3210891,8.488928199,11.54995219,0,0,0,0,0,8.488928199,1,61.62,14.65093357,15.15469233
2017-12-18,14.56589268,11.60574109,16.04596848,8.609514553,29.31265109,2,11.60574109,16.04596848,8.609514553,29.31265109,14.49512046,0,14.73742622,8.744973144,11.87343497,0,0,0,0,0,8.744973144,1,60.8,14.65093357,14.56589268
2017-12-25,14.58596645,11.85661019,15.95064459,9.121264874,28.26627219,2,11.85661019,15.95064459,9.121264874,28.26627219,14.35349839,0,14.61300059,9.142309968,12.3,0,0,0,0,0,9.142309968,1,61.15,14.65093357,14.58596645
2018-01-01,12.17034044,12.62185025,11.71883064,9.516577934,0,2,12.62185025,11.71883064,9.516577934,0,14.82410296,0,15.62396324,9.413418608,0,0,0,0,0,0,9.413418608,1,61.6,14.955954,12.17034044
2018-01-08,15.10258024,12.79556604,16.25608735,9.700618899,28.27439024,2,12.79556604,16.25608735,9.700618899,28.27439024,14.78922255,0,16.03530946,9.845415184,13.36140832,0,0,0,0,0,9.845415184,1,65.09,14.955954,15.10258024
2018-01-15,14.71412902,12.53149365,15.8054467,9.411329803,29.23121387,2,12.53149365,15.8054467,9.411329803,29.23121387,13.40120654,0,15.82657331,9.586245608,13.42848756,0,0,0,0,0,9.586245608,1,66.36,14.955954,14.71412902
2018-01-22,14.76195457,12.74917108,14.60453825,9.713802549,28.33834586,3,12.74917108,15.76834632,9.596050836,28.33834586,13.81061271,0,15.8914537,9.585213212,13.42005448,0,0,0,0,0,9.767259594,2,65.97,14.955954,14.07443334
2018-01-29,15.16336147,12.57305752,16.45851345,9.874261761,28.32374101,2,12.57305752,16.45851345,9.874261761,28.32374101,14.45395214,0,15.27764377,9.880052254,14,0,0,0,0,0,9.880052254,1,66.23,14.955954,15.16336147
2018-02-05,15.15657713,12.493517,16.4881072,9.810923146,28.31468531,2,12.493517,16.4881072,9.810923146,28.31468531,14.47799223,0,15.27118006,9.905992344,14.04694675,0,0,0,0,0,9.905992344,1,64.99,14.39166667,15.15657713
2018-02-12,14.63776793,12.10238669,15.90545855,9.662605525,28.31615925,2,12.10238669,15.90545855,9.662605525,28.31615925,13.09525559,0,14.76263435,9.883072021,13.99472611,0,0,0,0,0,9.883072021,1,61.16,14.39166667,14.63776793
2018-02-19,15.33246207,12.73739662,15.30944073,10.24934106,28.31468531,3,12.73739662,16.6299948,10.36039937,28.31468531,14.23738268,0,14.88766994,10.13367544,14.48452305,0,0,0,0,0,10.08044994,2,62.28,14.39166667,14.57457098
2018-02-26,15.62152299,12.99264739,15.60900219,10.57033742,28.24590164,3,12.99264739,16.93596079,10.70492224,28.24590164,14.60461591,0,15.33454323,10.75909292,14.86416003,0,0,0,0,0,10.53013036,2,62.75,14.39166667,14.86147225
2018-03-05,15.96304713,13.65711991,15.77655631,11.0423946,28.27607362,3,13.65711991,17.11601075,11.35422263,28.27607362,14.96550325,0,15.84459121,11.23879666,14.86275743,0,0,0,0,0,10.82876761,2,61.94,14.78056406,15.17100305
2018-03-12,16.3822804,13.76367789,16.32713727,11.25995208,29.75843694,3,13.76367789,17.69158166,11.45524828,29.75843694,15.07963175,0,15.99176057,11.37490135,15.46548543,0,0,0,0,0,11.12213052,2,61.32,14.78056406,15.5947203
2018-03-19,16.2528743,13.50729484,17.62566403,11.12354459,29.08819346,2,13.50729484,17.62566403,11.12354459,29.08819346,14.99098158,0,15.86186321,11.09436272,16.2,0,0,0,0,0,11.09436272,1,61.86,14.78056406,16.2528743
2018-03-26,16.54067799,13.48325453,18.06938973,11.27519771,29.57989766,2,13.48325453,18.06938973,11.27519771,29.57989766,15.02559496,0,15.91732432,11.50121069,17.06258495,0,0,0,0,0,11.50121069,1,62.77,14.78056406,16.54067799
2018-04-02,17.1698244,14.39031181,17.03693784,11.48036829,29.61538462,3,14.39031181,18.5595807,11.74736924,29.61538462,16.03933716,0,16.2599647,10.97407957,17.830149,0,0,0,0,0,10.96022298,2,64.62,14.86277705,16.28075897
2018-04-09,16.88772175,13.95396514,16.87962428,11.59933919,28.88452088,3,13.95396514,18.35460006,11.90914821,28.88452088,15.8892079,0,16.0368718,11.94723794,16.84509743,0,0,0,0,0,11.46347956,2,65.83,14.86277705,16.04372167
2018-04-16,16.64435778,13.81077911,16.77811938,11.57550684,28.77142857,3,13.81077911,18.06114712,11.54025606,28.77142857,15.84931845,0,16.00513824,11.46409214,16.31556911,0,0,0,0,0,11.55505027,2,67.25,14.86277705,15.93030787
2018-04-23,16.2504006,13.60614096,16.23358709,11.1675038,27.28353141,3,13.60614096,17.57253042,11.31234882,27.28353141,15.79708727,0,15.86279903,11.27521476,16,0,0,0,0,0,11.07651427,2,68.41,14.86277705,15.4828882
2018-04-30,16.6659447,13.72358526,16.68293238,11.35396537,29.04651163,3,13.72358526,18.13712443,11.59786596,29.04651163,15.75908385,0,15.78999146,11.53855286,16.23525698,0,0,0,0,0,11.20235853,2,68.27,14.86277705,15.83740463
2018-05-07,17.01165662,14.29499437,16.87960893,11.86805906,27.98398577,3,14.29499437,18.36998775,12.34304177,27.98398577,16.18225225,0,16.26172635,12.35782115,17.03536592,0,0,0,0,0,11.6379574,2,72.83,14.71583875,16.14114762
2018-05-14,16.77145699,14.4457129,16.51333135,12.05285182,29.00371747,3,14.4457129,17.93432903,12.66460743,29.00371747,14.2979048,0,16.23028083,12.66806989,17.7,0,0,0,0,0,11.74870525,2,74.02,14.71583875,15.92258322
2018-05-21,17.30001315,14.30730131,17.47433541,12.42943435,29,3,14.30730131,18.79636907,12.55105113,29,15.97676609,0,16.1918522,12.67935183,17.74444444,0,0,0,0,0,12.43277632,2,74.79,14.71583875,16.56946853
2018-05-28,17.01502167,14.1895161,16.8596085,11.75128251,28.93360996,3,14.1895161,18.42777445,12.33345142,28.93360996,15.54002672,0,15.85319647,12.14106712,17.40956377,0,0,0,0,0,11.36400591,2,74.45,14.71583875,16.09672496
2018-06-04,16.19134341,13.334039,16.38639444,11.21243377,28.80838323,3,13.334039,17.61999561,11.09265578,28.80838323,15.19088146,0,15.39528269,10.91251626,15.77260274,0,0,0,0,0,11.18225301,2,73.15,14.82230442,15.51429289
2018-06-11,14.9363471,13.0899124,14.85782273,9.082396427,27.71655041,3,13.0899124,15.85956445,8.198166711,27.71655041,15.12571345,0,15.50927951,5.725788131,15.25377186,0,0,0,0,0,8.288321995,2,74.37,14.82230442,14.35270549
2018-06-18,15.95969497,13.13030333,16.10665275,10.90697662,28.75471698,3,13.13030333,17.37439079,10.84261465,28.75471698,15.03095115,0,15.34301827,10.7676409,15.25632125,0,0,0,0,0,10.90167074,2,73.49,14.82230442,15.2562672
2018-06-25,15.63911624,12.72737431,15.76678276,10.3093383,28.85414585,3,12.72737431,17.09498721,10.23702498,28.85414585,14.81967013,0,15.29127004,10.31057138,14.86716139,0,0,0,0,0,10.38226817,2,73.15,14.82230442,14.89838035
2018-07-02,15.35060804,12.61064838,15.49344447,10.20200212,28.71713147,3,12.61064838,16.72058787,10.01056775,28.71713147,14.38269062,0,15.15670746,9.956546217,14.6,0,0,0,0,0,10.27070853,2,74.33,14.63846877,14.66978844
2018-07-09,16.41513438,12.47015173,16.80865391,10.0396945,35.87971458,3,12.47015173,18.38762571,9.813158382,35.87971458,14.23741404,0,15.04645891,9.732472223,14.50994685,0,0,0,0,0,10.11261949,2,75.08,14.63846877,15.56908186
2018-07-16,15.07183452,12.17733783,15.32062608,9.880975588,28.75628415,3,12.17733783,16.51908286,9.558063898,28.75628415,14.00739624,0,14.82947291,9.590925046,14.54380267,0,0,0,0,0,10.05886201,2,72.01,14.63846877,14.42254373
2018-07-23,15.02841123,11.95350231,16.94386821,9.82364624,26.91066283,3,11.95350231,16.56586569,9.53559609,28.82132565,13.81421309,0,14.49973988,9.663927437,14.64952336,0,0,0,0,0,10.03183699,2,72.67,14.63846877,15.69627674
2018-07-30,15.25550648,12.57320809,15.37350415,10.09307761,29.05932203,3,12.57320809,16.59665567,9.899167395,29.05932203,14.19720687,0,15.25209412,9.904012727,14.28096832,0,0,0,0,0,10.19245539,2,73.15,14.63846877,14.57341956
2018-08-06,15.36708241,12.38116173,16.86004275,9.98297131,28.92783505,2,12.38116173,16.86004275,9.98297131,28.92783505,14.2488499,0,14.9331653,10.13678446,14.81101701,0,0,0,0,0,10.13678446,1,72.35,14.40944084,15.36708241
